ensembl_gene_id	btaurus_homolog_ensembl_gene	ggallus_homolog_ensembl_gene	ggorilla_homolog_ensembl_gene	hsapiens_homolog_ensembl_gene	mdomestica_homolog_ensembl_gene	mmulatta_homolog_ensembl_gene	oanatinus_homolog_ensembl_gene	pabelii_homolog_ensembl_gene	ppaniscus_homolog_ensembl_gene	ptroglodytes_homolog_ensembl_gene	rnorvegicus_homolog_ensembl_gene
ENSMUSG00000030180	ENSBTAG00000020472	ENSGALG00000012986	ENSGGOG00000004563	ENSG00000073614	ENSMODG00000018390	ENSMMUG00000013653		ENSPPYG00000004132	ENSPPAG00000040968	ENSPTRG00000004507	ENSRNOG00000010591
ENSMUSG00000030187											ENSRNOG00000031515
ENSMUSG00000030189	ENSBTAG00000009663	ENSGALG00000031890	ENSGGOG00000001352	ENSG00000060138	ENSMODG00000018248	ENSMMUG00000022469	ENSOANG00000001663	ENSPPYG00000004279	ENSPPAG00000039068	ENSPTRG00000004681	ENSRNOG00000005480
ENSMUSG00000030194											ENSRNOG00000021366
ENSMUSG00000030196											ENSRNOG00000031836
ENSMUSG00000030199	ENSBTAG00000014605	ENSGALG00000012921	ENSGGOG00000001540	ENSG00000139083	ENSMODG00000018238	ENSMMUG00000014370	ENSOANG00000014578	ENSPPYG00000004299	ENSPPAG00000035667	ENSPTRG00000004699	ENSRNOG00000005984
ENSMUSG00000030200	ENSBTAG00000047225	ENSGALG00000011544	ENSGGOG00000012757	ENSG00000121380		ENSMMUG00000023315		ENSPPYG00000004300	ENSPPAG00000032869	ENSPTRG00000004700	ENSRNOG00000028632
ENSMUSG00000030201	ENSBTAG00000011761	ENSGALG00000031503	ENSGGOG00000002087	ENSG00000070018	ENSMODG00000018237	ENSMMUG00000023317	ENSOANG00000006877	ENSPPYG00000029873	ENSPPAG00000034512	ENSPTRG00000004701	ENSRNOG00000006338
ENSMUSG00000030203	ENSBTAG00000010763		ENSGGOG00000025169	ENSG00000111266	ENSMODG00000018231	ENSMMUG00000018580	ENSOANG00000000734	ENSPPYG00000004304	ENSPPAG00000034313	ENSPTRG00000004704	ENSRNOG00000006628
ENSMUSG00000030204	ENSBTAG00000019608	ENSGALG00000011794	ENSGGOG00000005882	ENSG00000213782	ENSMODG00000018223	ENSMMUG00000017993	ENSOANG00000003026	ENSPPYG00000004309	ENSPPAG00000039793	ENSPTRG00000033743	ENSRNOG00000007838
ENSMUSG00000030205	ENSBTAG00000014288		ENSGGOG00000000875	ENSG00000111291	ENSMODG00000018219	ENSMMUG00000032125	ENSOANG00000006594	ENSPPYG00000004311	ENSPPAG00000036660	ENSPTRG00000004711	ENSRNOG00000008439
ENSMUSG00000030206	ENSBTAG00000004721	ENSGALG00000011802	ENSGGOG00000008565	ENSG00000111305	ENSMODG00000018214	ENSMMUG00000017637	ENSOANG00000002878		ENSPPAG00000039917	ENSPTRG00000004715	ENSRNOG00000008518
ENSMUSG00000030207	ENSBTAG00000014322	ENSGALG00000011800	ENSGGOG00000008090	ENSG00000084444	ENSMODG00000018215	ENSMMUG00000017636	ENSOANG00000002879	ENSPPYG00000004314	ENSPPAG00000042392	ENSPTRG00000004714	ENSRNOG00000008443
ENSMUSG00000030208	ENSBTAG00000036078	ENSGALG00000011803		ENSG00000134531	ENSMODG00000018211	ENSMMUG00000017638	ENSOANG00000009344	ENSPPYG00000004316	ENSPPAG00000030276	ENSPTRG00000004716	ENSRNOG00000008676
ENSMUSG00000030209	ENSBTAG00000000219		ENSGGOG00000009965	ENSG00000273079		ENSMMUG00000019112	ENSOANG00000021925	ENSPPYG00000004317	ENSPPAG00000026726	ENSPTRG00000004718	ENSRNOG00000008766
ENSMUSG00000030213	ENSBTAG00000003221	ENSGALG00000011814	ENSGGOG00000011504	ENSG00000171681	ENSMODG00000018198	ENSMMUG00000003664	ENSOANG00000003770	ENSPPYG00000004318	ENSPPAG00000035291	ENSPTRG00000004719	ENSRNOG00000008870
ENSMUSG00000030214	ENSBTAG00000015562	ENSGALG00000029583	ENSGGOG00000011514	ENSG00000121316	ENSMODG00000018196	ENSMMUG00000003665	ENSOANG00000007338	ENSPPYG00000004319	ENSPPAG00000031093	ENSPTRG00000004720	ENSRNOG00000008933
ENSMUSG00000030217	ENSBTAG00000008352	ENSGALG00000011742	ENSGGOG00000016676	ENSG00000111339		ENSMMUG00000012789		ENSPPYG00000004326	ENSPPAG00000031731	ENSPTRG00000004726	ENSRNOG00000005670
ENSMUSG00000030218		ENSGALG00000011740	ENSGGOG00000040239	ENSG00000111341	ENSMODG00000017944				ENSPPAG00000042944	ENSPTRG00000004727	ENSRNOG00000005695
ENSMUSG00000030219	ENSBTAG00000006036		ENSGGOG00000009370	ENSG00000139055		ENSMMUG00000018030	ENSOANG00000020846	ENSPPYG00000004328	ENSPPAG00000038568	ENSPTRG00000004728	ENSRNOG00000005787
ENSMUSG00000030220	ENSBTAG00000006039	ENSGALG00000011738	ENSGGOG00000009374	ENSG00000111348	ENSMODG00000017941		ENSOANG00000028842	ENSPPYG00000004329	ENSPPAG00000037213	ENSPTRG00000004729	ENSRNOG00000005809
ENSMUSG00000030222	ENSBTAG00000002174	ENSGALG00000028186	ENSGGOG00000011718	ENSG00000134533	ENSMODG00000017938	ENSMMUG00000010460		ENSPPYG00000004331	ENSPPAG00000004422	ENSPTRG00000004731	ENSRNOG00000027592
ENSMUSG00000030223	ENSBTAG00000006256	ENSGALG00000013085	ENSGGOG00000014998	ENSG00000151490	ENSMODG00000017933	ENSMMUG00000032109		ENSPPYG00000004332	ENSPPAG00000036045	ENSPTRG00000004732	ENSRNOG00000006231
ENSMUSG00000030224	ENSBTAG00000014175			ENSG00000023734	ENSMODG00000017913	ENSMMUG00000013307		ENSPPYG00000004334			
ENSMUSG00000030225	ENSBTAG00000022167	ENSGALG00000013095	ENSGGOG00000005050	ENSG00000023697	ENSMODG00000017903	ENSMMUG00000013309	ENSOANG00000029703	ENSPPYG00000004335	ENSPPAG00000026777	ENSPTRG00000004735	ENSRNOG00000007570
ENSMUSG00000030226	ENSBTAG00000013541	ENSGALG00000036358	ENSGGOG00000025445	ENSG00000048540	ENSMODG00000017897	ENSMMUG00000040307	ENSOANG00000029309	ENSPPYG00000004338	ENSPPAG00000041594	ENSPTRG00000004738	ENSRNOG00000047450
ENSMUSG00000030228	ENSBTAG00000020715	ENSGALG00000013117	ENSGGOG00000017159	ENSG00000139144		ENSMMUG00000022174			ENSPPAG00000042928	ENSPTRG00000004741	ENSRNOG00000034228
ENSMUSG00000030230	ENSBTAG00000013202	ENSGALG00000013123	ENSGGOG00000004982	ENSG00000139151	ENSMODG00000017890	ENSMMUG00000022175	ENSOANG00000029316	ENSPPYG00000004341	ENSPPAG00000033231	ENSPTRG00000004742	ENSRNOG00000008514
ENSMUSG00000030231	ENSBTAG00000017571	ENSGALG00000013134	ENSGGOG00000003917	ENSG00000052126	ENSMODG00000017872	ENSMMUG00000016550	ENSOANG00000030548	ENSPPYG00000004344	ENSPPAG00000032524	ENSPTRG00000050442	ENSRNOG00000008747
ENSMUSG00000030232	ENSBTAG00000010818	ENSGALG00000038026	ENSGGOG00000002023	ENSG00000139154	ENSMODG00000017867	ENSMMUG00000016243		ENSPPYG00000004345	ENSPPAG00000031923	ENSPTRG00000004747	ENSRNOG00000008929
ENSMUSG00000030235	ENSBTAG00000019602	ENSGALG00000013154	ENSGGOG00000014622	ENSG00000139155		ENSMMUG00000008271		ENSPPYG00000004347	ENSPPAG00000010728	ENSPTRG00000004749	ENSRNOG00000009740
ENSMUSG00000030236	ENSBTAG00000022329	ENSGALG00000019277			ENSMODG00000017829		ENSOANG00000022505				ENSRNOG00000030538
ENSMUSG00000030237											ENSRNOG00000047493
ENSMUSG00000030243	ENSBTAG00000021083	ENSGALG00000013174	ENSGGOG00000010985	ENSG00000004700	ENSMODG00000017805	ENSMMUG00000010857	ENSOANG00000002400	ENSPPYG00000004352	ENSPPAG00000030306	ENSPTRG00000004758	ENSRNOG00000012602
ENSMUSG00000030244	ENSBTAG00000013333	ENSGALG00000013265	ENSGGOG00000006428	ENSG00000111713	ENSMODG00000017796	ENSMMUG00000016171	ENSOANG00000029250	ENSPPYG00000004355	ENSPPAG00000042144	ENSPTRG00000004761	ENSRNOG00000059753
ENSMUSG00000030245	ENSBTAG00000000379	ENSGALG00000033855	ENSGGOG00000025543	ENSG00000111711	ENSMODG00000017801	ENSMMUG00000040133	ENSOANG00000014151	ENSPPYG00000004353	ENSPPAG00000031613	ENSPTRG00000004759	ENSRNOG00000058386
ENSMUSG00000030246	ENSBTAG00000019603	ENSGALG00000033661	ENSGGOG00000015758		ENSMODG00000017786		ENSOANG00000010493	ENSPPYG00000004356			ENSRNOG00000013000
ENSMUSG00000030247	ENSBTAG00000002551	ENSGALG00000026373	ENSGGOG00000008956	ENSG00000121361	ENSMODG00000017782	ENSMMUG00000020805	ENSOANG00000010537	ENSPPYG00000004357	ENSPPAG00000040399	ENSPTRG00000004763	ENSRNOG00000013463
ENSMUSG00000030249	ENSBTAG00000019294	ENSGALG00000013244	ENSGGOG00000023368	ENSG00000069431	ENSMODG00000017771	ENSMMUG00000020806		ENSPPYG00000004358	ENSPPAG00000034422	ENSPTRG00000004764	ENSRNOG00000036960
ENSMUSG00000030254	ENSBTAG00000012142	ENSGALG00000008368	ENSGGOG00000008391	ENSG00000070950	ENSMODG00000004679	ENSMMUG00000020013	ENSOANG00000028248	ENSPPYG00000013688	ENSPPAG00000035797	ENSPTRG00000014583	ENSRNOG00000005907
ENSMUSG00000030255	ENSBTAG00000000393	ENSGALG00000014042	ENSGGOG00000007092	ENSG00000123096	ENSMODG00000016554	ENSMMUG00000018630	ENSOANG00000011427	ENSPPYG00000004373	ENSPPAG00000032921	ENSPTRG00000004780	ENSRNOG00000001807
ENSMUSG00000030256	ENSBTAG00000030575	ENSGALG00000041414	ENSGGOG00000015498	ENSG00000123095	ENSMODG00000016551			ENSPPYG00000004372	ENSPPAG00000035875	ENSPTRG00000004779	ENSRNOG00000048961
ENSMUSG00000030257	ENSBTAG00000004685	ENSGALG00000008378	ENSGGOG00000011175	ENSG00000196220	ENSMODG00000004712	ENSMMUG00000020014	ENSOANG00000014483	ENSPPYG00000013687	ENSPPAG00000038210	ENSPTRG00000023245	ENSRNOG00000006509
ENSMUSG00000030259	ENSBTAG00000021980	ENSGALG00000014041	ENSGGOG00000004611	ENSG00000123094	ENSMODG00000016548	ENSMMUG00000018385	ENSOANG00000003762	ENSPPYG00000004371	ENSPPAG00000031944	ENSPTRG00000004778	ENSRNOG00000015986
ENSMUSG00000030263	ENSBTAG00000019711	ENSGALG00000014011	ENSGGOG00000003082	ENSG00000118308	ENSMODG00000017472	ENSMMUG00000015374	ENSOANG00000020850	ENSPPYG00000005175	ENSPPAG00000030103	ENSPTRG00000004773	ENSRNOG00000029308
ENSMUSG00000030264	ENSBTAG00000003112		ENSGGOG00000000604	ENSG00000134077		ENSMMUG00000017307	ENSOANG00000014481		ENSPPAG00000025852	ENSPTRG00000014585	ENSRNOG00000006941
ENSMUSG00000030265	ENSBTAG00000009778	ENSGALG00000030943	ENSGGOG00000008043	ENSG00000133703		ENSMMUG00000015381	ENSOANG00000009650	ENSPPYG00000004369	ENSPPAG00000038418	ENSPTRG00000004775	ENSRNOG00000009338
ENSMUSG00000030268	ENSBTAG00000013825	ENSGALG00000013177	ENSGGOG00000009816	ENSG00000060982	ENSMODG00000017691	ENSMMUG00000012223	ENSOANG00000013411	ENSPPYG00000004365	ENSPPAG00000029336	ENSPTRG00000004772	ENSRNOG00000015514
ENSMUSG00000030269	ENSBTAG00000009765	ENSGALG00000006601	ENSGGOG00000003531	ENSG00000163719	ENSMODG00000004830	ENSMMUG00000007808	ENSOANG00000015207	ENSPPYG00000013683	ENSPPAG00000042894	ENSPTRG00000023231	ENSRNOG00000007881
ENSMUSG00000030270	ENSBTAG00000011551	ENSGALG00000036406	ENSGGOG00000014229	ENSG00000144550	ENSMODG00000005036	ENSMMUG00000006115			ENSPPAG00000039535	ENSPTRG00000014591	ENSRNOG00000023077
ENSMUSG00000030271	ENSBTAG00000007777	ENSGALG00000006651	ENSGGOG00000014259	ENSG00000114026	ENSMODG00000005099	ENSMMUG00000006117	ENSOANG00000012086	ENSPPYG00000013681	ENSPPAG00000029341	ENSPTRG00000014593	ENSRNOG00000052140
ENSMUSG00000030272	ENSBTAG00000007780	ENSGALG00000029912	ENSGGOG00000014268	ENSG00000134072	ENSMODG00000005114	ENSMMUG00000006120	ENSOANG00000012085	ENSPPYG00000013680	ENSPPAG00000034134	ENSPTRG00000014594	ENSRNOG00000021781
ENSMUSG00000030275	ENSBTAG00000005833	ENSGALG00000013205	ENSGGOG00000004013	ENSG00000139163	ENSMODG00000017711	ENSMMUG00000006643		ENSPPYG00000004362	ENSPPAG00000041246	ENSPTRG00000004768	ENSRNOG00000014856
ENSMUSG00000030276	ENSBTAG00000007966	ENSGALG00000044133	ENSGGOG00000013108		ENSMODG00000005201	ENSMMUG00000004539	ENSOANG00000012082	ENSPPYG00000013677	ENSPPAG00000043348	ENSPTRG00000034246	ENSRNOG00000009032
ENSMUSG00000030278	ENSBTAG00000007969	ENSGALG00000026945	ENSGGOG00000013124	ENSG00000187288	ENSMODG00000005225	ENSMMUG00000010350	ENSOANG00000029752		ENSPPAG00000030403	ENSPTRG00000014600	ENSRNOG00000009153
ENSMUSG00000030279	ENSBTAG00000001673	ENSGALG00000013210	ENSGGOG00000013081	ENSG00000111731	ENSMODG00000017718	ENSMMUG00000006641	ENSOANG00000031241	ENSPPYG00000004361	ENSPPAG00000037476	ENSPTRG00000004767	ENSRNOG00000014382
ENSMUSG00000030281	ENSBTAG00000033669		ENSGGOG00000012165	ENSG00000163702	ENSMODG00000005328	ENSMMUG00000018282	ENSOANG00000010509	ENSPPYG00000013672	ENSPPAG00000041366	ENSPTRG00000014603	ENSRNOG00000027376
ENSMUSG00000030282	ENSBTAG00000010136	ENSGALG00000013229	ENSGGOG00000015061	ENSG00000111726	ENSMODG00000017742	ENSMMUG00000020808	ENSOANG00000011047	ENSPPYG00000004359	ENSPPAG00000039714	ENSPTRG00000004765	ENSRNOG00000013816
ENSMUSG00000030283	ENSBTAG00000000593	ENSGALG00000013211	ENSGGOG00000001398	ENSG00000111728	ENSMODG00000017726	ENSMMUG00000003685		ENSPPYG00000004360	ENSPPAG00000040964	ENSPTRG00000050648	ENSRNOG00000014018
ENSMUSG00000030284	ENSBTAG00000010835	ENSGALG00000042387	ENSGGOG00000012187	ENSG00000163703	ENSMODG00000005355	ENSMMUG00000018285	ENSOANG00000004057	ENSPPYG00000013671	ENSPPAG00000043933	ENSPTRG00000014604	ENSRNOG00000009414
ENSMUSG00000030286	ENSBTAG00000003882	ENSGALG00000003738	ENSGGOG00000004087	ENSG00000125037	ENSMODG00000005371	ENSMMUG00000018290	ENSOANG00000013805	ENSPPYG00000013669	ENSPPAG00000040892	ENSPTRG00000014606	ENSRNOG00000009934
ENSMUSG00000030287	ENSBTAG00000002313	ENSGALG00000014071	ENSGGOG00000008010	ENSG00000123104	ENSMODG00000016591	ENSMMUG00000023128		ENSPPYG00000004374	ENSPPAG00000027820	ENSPTRG00000004781	
ENSMUSG00000030291	ENSBTAG00000005082	ENSGALG00000027435		ENSG00000152944	ENSMODG00000016625	ENSMMUG00000003218	ENSOANG00000014216	ENSPPYG00000004377			ENSRNOG00000001820
ENSMUSG00000030292	ENSBTAG00000030621		ENSGGOG00000013445	ENSG00000165935		ENSMMUG00000021736			ENSPPAG00000039937	ENSPTRG00000004789	ENSRNOG00000026883
ENSMUSG00000030298	ENSBTAG00000017825	ENSGALG00000037125	ENSGGOG00000010158	ENSG00000157020	ENSMODG00000005505	ENSMMUG00000019936	ENSOANG00000009346	ENSPPYG00000013658	ENSPPAG00000042985	ENSPTRG00000014619	
ENSMUSG00000030301	ENSBTAG00000012448	ENSGALG00000031666	ENSGGOG00000000071	ENSG00000123106	ENSMODG00000014414	ENSMMUG00000011802		ENSPPYG00000004387	ENSPPAG00000035986	ENSPTRG00000004795	ENSRNOG00000001847
ENSMUSG00000030302	ENSBTAG00000001305	ENSGALG00000030908	ENSGGOG00000010167	ENSG00000157087	ENSMODG00000005537	ENSMMUG00000019938	ENSOANG00000015176	ENSPPYG00000013657	ENSPPAG00000043225	ENSPTRG00000014620	ENSRNOG00000030269
ENSMUSG00000030303	ENSBTAG00000011095	ENSGALG00000017291	ENSGGOG00000000571	ENSG00000064763	ENSMODG00000014398	ENSMMUG00000015810	ENSOANG00000006583	ENSPPYG00000004389	ENSPPAG00000039529	ENSPTRG00000004796	ENSRNOG00000001851
ENSMUSG00000030304	ENSBTAG00000011096	ENSGALG00000007183	ENSGGOG00000024865	ENSG00000087502	ENSMODG00000014382	ENSMMUG00000015811	ENSOANG00000010582	ENSPPYG00000004390	ENSPPAG00000029564	ENSPTRG00000048445	ENSRNOG00000001852
ENSMUSG00000030306	ENSBTAG00000005370	ENSGALG00000012956	ENSGGOG00000009789	ENSG00000133687	ENSMODG00000014377	ENSMMUG00000015817		ENSPPYG00000004392	ENSPPAG00000032529	ENSPTRG00000004800	ENSRNOG00000001854
ENSMUSG00000030307	ENSBTAG00000038962	ENSGALG00000004879	ENSGGOG00000000379	ENSG00000132164	ENSMODG00000005602	ENSMMUG00000005916	ENSOANG00000015178	ENSPPYG00000013656	ENSPPAG00000039217	ENSPTRG00000014621	ENSRNOG00000005697
ENSMUSG00000030309	ENSBTAG00000019373		ENSGGOG00000006182	ENSG00000110888	ENSMODG00000012642	ENSMMUG00000001359		ENSPPYG00000004394	ENSPPAG00000041410	ENSPTRG00000004802	ENSRNOG00000047319
ENSMUSG00000030310	ENSBTAG00000005857	ENSGALG00000004921	ENSGGOG00000000382	ENSG00000157103	ENSMODG00000005984	ENSMMUG00000005917	ENSOANG00000005879	ENSPPYG00000013655	ENSPPAG00000042842	ENSPTRG00000014622	ENSRNOG00000006527
ENSMUSG00000030313	ENSBTAG00000020315		ENSGGOG00000015036	ENSG00000170456	ENSMODG00000012682	ENSMMUG00000003221	ENSOANG00000019735	ENSPPYG00000004398	ENSPPAG00000002190	ENSPTRG00000004811	ENSRNOG00000049378
ENSMUSG00000030314	ENSBTAG00000035827	ENSGALG00000004932	ENSGGOG00000003493	ENSG00000197548	ENSMODG00000006136	ENSMMUG00000021804	ENSOANG00000002182		ENSPPAG00000040386	ENSPTRG00000014625	ENSRNOG00000007486
ENSMUSG00000030315	ENSBTAG00000018600	ENSGALG00000004937	ENSGGOG00000003500	ENSG00000144560	ENSMODG00000006145	ENSMMUG00000021806	ENSOANG00000014429	ENSPPYG00000013652	ENSPPAG00000035709	ENSPTRG00000014626	ENSRNOG00000007822
ENSMUSG00000030316		ENSGALG00000004940	ENSGGOG00000039682	ENSG00000144559	ENSMODG00000006153	ENSMMUG00000013372	ENSOANG00000001504	ENSPPYG00000013651	ENSPPAG00000037692	ENSPTRG00000014628	ENSRNOG00000007874
ENSMUSG00000030317	ENSBTAG00000020263	ENSGALG00000004969	ENSGGOG00000009761	ENSG00000157150	ENSMODG00000006199	ENSMMUG00000001127		ENSPPYG00000013650	ENSPPAG00000036078	ENSPTRG00000014630	ENSRNOG00000007955
ENSMUSG00000030319	ENSBTAG00000015273	ENSGALG00000008420	ENSGGOG00000001004	ENSG00000144712	ENSMODG00000006377	ENSMMUG00000001339	ENSOANG00000003781	ENSPPYG00000013390	ENSPPAG00000004317	ENSPTRG00000014637	ENSRNOG00000010473
ENSMUSG00000030321	ENSBTAG00000021643		ENSGGOG00000026446	ENSG00000172771	ENSMODG00000006335	ENSMMUG00000012721	ENSOANG00000028240	ENSPPYG00000013418	ENSPPAG00000040617	ENSPTRG00000015376	ENSRNOG00000026176
ENSMUSG00000030322	ENSBTAG00000021645	ENSGALG00000020747	ENSGGOG00000010698	ENSG00000129071	ENSMODG00000006399	ENSMMUG00000012723		ENSPPYG00000013417	ENSPPAG00000036528	ENSPTRG00000015377	ENSRNOG00000010919
ENSMUSG00000030323	ENSBTAG00000019121	ENSGALG00000008452	ENSGGOG00000010703	ENSG00000163913	ENSMODG00000006462	ENSMMUG00000012727	ENSOANG00000021575	ENSPPYG00000013416	ENSPPAG00000037293	ENSPTRG00000015378	ENSRNOG00000010952
ENSMUSG00000030324	ENSBTAG00000001310	ENSGALG00000020745	ENSGGOG00000010728	ENSG00000163914	ENSMODG00000006488		ENSOANG00000003778	ENSPPYG00000013415	ENSPPAG00000041243	ENSPTRG00000015379	ENSRNOG00000011144
ENSMUSG00000030327	ENSBTAG00000020237	ENSGALG00000037656		ENSG00000089818	ENSMODG00000017970	ENSMMUG00000015253		ENSPPYG00000004238			ENSRNOG00000009236
ENSMUSG00000030329	ENSBTAG00000001099	ENSGALG00000014466	ENSGGOG00000016057	ENSG00000139200	ENSMODG00000018107		ENSOANG00000003859	ENSPPYG00000004197	ENSPPAG00000028216	ENSPTRG00000004585	ENSRNOG00000017052
ENSMUSG00000030330	ENSBTAG00000017064	ENSGALG00000014457	ENSGGOG00000016035	ENSG00000111653	ENSMODG00000018103	ENSMMUG00000016985		ENSPPYG00000004195	ENSPPAG00000035325	ENSPTRG00000004583	ENSRNOG00000023363
ENSMUSG00000030335	ENSBTAG00000014729	ENSGALG00000014435	ENSGGOG00000016199	ENSG00000111639	ENSMODG00000018063		ENSOANG00000003012	ENSPPYG00000025846	ENSPPAG00000040001	ENSPTRG00000004575	ENSRNOG00000019165
ENSMUSG00000030336	ENSBTAG00000014725		ENSGGOG00000004650	ENSG00000139193	ENSMODG00000018060	ENSMMUG00000014265		ENSPPYG00000029486	ENSPPAG00000036587	ENSPTRG00000029823	ENSRNOG00000027466
ENSMUSG00000030337	ENSBTAG00000014603	ENSGALG00000022955	ENSGGOG00000036332	ENSG00000139190		ENSMMUG00000040809		ENSPPYG00000004187	ENSPPAG00000034853	ENSPTRG00000004574	ENSRNOG00000019219
ENSMUSG00000030339	ENSBTAG00000015312		ENSGGOG00000010848	ENSG00000111321	ENSMODG00000018059	ENSMMUG00000020213			ENSPPAG00000037185	ENSPTRG00000004572	ENSRNOG00000019264
ENSMUSG00000030340	ENSBTAG00000002631	ENSGALG00000040424	ENSGGOG00000010834	ENSG00000111319	ENSMODG00000018058	ENSMMUG00000020212	ENSOANG00000001688	ENSPPYG00000004184	ENSPPAG00000034540	ENSPTRG00000004571	ENSRNOG00000019368
ENSMUSG00000030341	ENSBTAG00000004211	ENSGALG00000039461	ENSGGOG00000011904	ENSG00000067182	ENSMODG00000018056	ENSMMUG00000000377	ENSOANG00000010631	ENSPPYG00000004183	ENSPPAG00000017841	ENSPTRG00000004570	ENSRNOG00000031312
ENSMUSG00000030342	ENSBTAG00000014764	ENSGALG00000017274	ENSGGOG00000008208	ENSG00000010278		ENSMMUG00000004470	ENSOANG00000000758	ENSPPYG00000004181	ENSPPAG00000029663	ENSPTRG00000004567	ENSRNOG00000019556
ENSMUSG00000030344	ENSBTAG00000001020		ENSGGOG00000014277	ENSG00000111254	ENSMODG00000018285	ENSMMUG00000020812		ENSPPYG00000004170	ENSPPAG00000040785	ENSPTRG00000004556	ENSRNOG00000059227
ENSMUSG00000030345	ENSBTAG00000007556		ENSGGOG00000011062		ENSMODG00000018287	ENSMMUG00000020811	ENSOANG00000002548	ENSPPYG00000004169	ENSPPAG00000038792	ENSPTRG00000004555	ENSRNOG00000053178
ENSMUSG00000030346		ENSGALG00000017290	ENSGGOG00000027696	ENSG00000111247	ENSMODG00000018276	ENSMMUG00000015189	ENSOANG00000011973	ENSPPYG00000004168	ENSPPAG00000038617	ENSPTRG00000044317	ENSRNOG00000059878
ENSMUSG00000030347		ENSGALG00000017289	ENSGGOG00000025071	ENSG00000047621	ENSMODG00000018299	ENSMMUG00000015188	ENSOANG00000011974	ENSPPYG00000004167	ENSPPAG00000040888	ENSPTRG00000004553	ENSRNOG00000055036
ENSMUSG00000030350	ENSBTAG00000009447	ENSGALG00000013272	ENSGGOG00000010268	ENSG00000111218	ENSMODG00000018329	ENSMMUG00000014168	ENSOANG00000005194	ENSPPYG00000004159	ENSPPAG00000039697	ENSPTRG00000004543	ENSRNOG00000053804
ENSMUSG00000030351	ENSBTAG00000020699		ENSGGOG00000007639	ENSG00000110900	ENSMODG00000018332	ENSMMUG00000001357	ENSOANG00000021381	ENSPPYG00000004395	ENSPPAG00000043801	ENSPTRG00000043577	ENSRNOG00000054360
ENSMUSG00000030352	ENSBTAG00000013759	ENSGALG00000014346	ENSGGOG00000041703	ENSG00000011105	ENSMODG00000018335	ENSMMUG00000009251	ENSOANG00000021934	ENSPPYG00000004157	ENSPPAG00000034393	ENSPTRG00000045040	ENSRNOG00000051620
ENSMUSG00000030353	ENSBTAG00000019788	ENSGALG00000014342	ENSGGOG00000006216	ENSG00000197905	ENSMODG00000018340	ENSMMUG00000011299	ENSOANG00000001389	ENSPPYG00000004156	ENSPPAG00000038056	ENSPTRG00000004538	ENSRNOG00000005608
ENSMUSG00000030357	ENSBTAG00000007605	ENSGALG00000014331	ENSGGOG00000010471	ENSG00000004478	ENSMODG00000018354	ENSMMUG00000007405	ENSOANG00000001038	ENSPPYG00000004149			ENSRNOG00000006444
ENSMUSG00000030359	ENSBTAG00000038461					ENSMMUG00000021523	ENSOANG00000020782				ENSRNOG00000006709
ENSMUSG00000030364											ENSRNOG00000052128
ENSMUSG00000030366											ENSRNOG00000017620
ENSMUSG00000030374	ENSBTAG00000005830		ENSGGOG00000010169	ENSG00000090372	ENSMODG00000009136	ENSMMUG00000017930	ENSOANG00000029678	ENSPPYG00000010159	ENSPPAG00000035898	ENSPTRG00000011192	ENSRNOG00000016145
ENSMUSG00000030376	ENSBTAG00000010856		ENSGGOG00000011557	ENSG00000118160	ENSMODG00000023716	ENSMMUG00000014718		ENSPPYG00000010175	ENSPPAG00000030149	ENSPTRG00000011209	ENSRNOG00000001492
ENSMUSG00000030380			ENSGGOG00000012904	ENSG00000099326	ENSMODG00000029424			ENSPPYG00000011094	ENSPPAG00000030657	ENSPTRG00000011601	ENSRNOG00000027550
ENSMUSG00000030382	ENSBTAG00000015164	ENSGALG00000034772		ENSG00000083807	ENSMODG00000029505	ENSMMUG00000017873	ENSOANG00000011919	ENSPPYG00000010508	ENSPPAG00000040789	ENSPTRG00000011596	ENSRNOG00000019626
ENSMUSG00000030385			ENSGGOG00000016617	ENSG00000177025		ENSMMUG00000020494		ENSPPYG00000010487	ENSPPAG00000027711	ENSPTRG00000011578	ENSRNOG00000019280
ENSMUSG00000030386	ENSBTAG00000003456		ENSGGOG00000010665	ENSG00000166704	ENSMODG00000024086	ENSMMUG00000020495		ENSPPYG00000010488	ENSPPAG00000035649	ENSPTRG00000011575	ENSRNOG00000019127
ENSMUSG00000030393			ENSGGOG00000041163	ENSG00000171649		ENSMMUG00000009292			ENSPPAG00000035705	ENSPTRG00000011562	
ENSMUSG00000030397	ENSBTAG00000002682		ENSGGOG00000008801	ENSG00000007047		ENSMMUG00000018672		ENSPPYG00000010113	ENSPPAG00000031718	ENSPTRG00000011145	ENSRNOG00000017069
ENSMUSG00000030399	ENSBTAG00000013921		ENSGGOG00000008806	ENSG00000104879	ENSMODG00000010911	ENSMMUG00000013477	ENSOANG00000002456	ENSPPYG00000010114	ENSPPAG00000037821	ENSPTRG00000011147	ENSRNOG00000016837
ENSMUSG00000030400	ENSBTAG00000002072		ENSGGOG00000015842	ENSG00000104884	ENSMODG00000021549	ENSMMUG00000014419		ENSPPYG00000010117	ENSPPAG00000044005	ENSPTRG00000011149	ENSRNOG00000017753
ENSMUSG00000030401	ENSBTAG00000008185		ENSGGOG00000009863	ENSG00000125744	ENSMODG00000021544	ENSMMUG00000011716		ENSPPYG00000010122	ENSPPAG00000038328	ENSPTRG00000047264	ENSRNOG00000016603
