ensembl_gene_id	btaurus_homolog_ensembl_gene	ggallus_homolog_ensembl_gene	ggorilla_homolog_ensembl_gene	hsapiens_homolog_ensembl_gene	mdomestica_homolog_ensembl_gene	mmulatta_homolog_ensembl_gene	oanatinus_homolog_ensembl_gene	pabelii_homolog_ensembl_gene	ppaniscus_homolog_ensembl_gene	ptroglodytes_homolog_ensembl_gene	rnorvegicus_homolog_ensembl_gene
ENSMUSG00000028194	ENSBTAG00000034776	ENSGALG00000008663	ENSGGOG00000041543	ENSG00000153904	ENSMODG00000000292	ENSMMUG00000014573	ENSOANG00000006824	ENSPPYG00000001193	ENSPPAG00000032273	ENSPTRG00000000915	ENSRNOG00000014613
ENSMUSG00000028195	ENSBTAG00000009844	ENSGALG00000008661	ENSGGOG00000006978	ENSG00000142871	ENSMODG00000000285	ENSMMUG00000013197	ENSOANG00000009120	ENSPPYG00000001192	ENSPPAG00000036034	ENSPTRG00000000916	ENSRNOG00000014350
ENSMUSG00000028211	ENSBTAG00000026232	ENSGALG00000041353	ENSGGOG00000009191	ENSG00000164938	ENSMODG00000007001	ENSMMUG00000005360	ENSOANG00000001451	ENSPPYG00000018758	ENSPPAG00000035943	ENSPTRG00000020435	ENSRNOG00000007964
ENSMUSG00000028217	ENSBTAG00000021964	ENSGALG00000035094	ENSGGOG00000012331	ENSG00000079112	ENSMODG00000007386	ENSMMUG00000020010	ENSOANG00000019912	ENSPPYG00000018748	ENSPPAG00000036344	ENSPTRG00000020425	ENSRNOG00000015562
ENSMUSG00000028221	ENSBTAG00000039968	ENSGALG00000029571	ENSGGOG00000017181	ENSG00000155099	ENSMODG00000007561	ENSMMUG00000042263	ENSOANG00000013899	ENSPPYG00000018737	ENSPPAG00000034867	ENSPTRG00000020412	ENSRNOG00000006697
ENSMUSG00000028222	ENSBTAG00000015924	ENSGALG00000032282	ENSGGOG00000004938	ENSG00000104327	ENSMODG00000007628	ENSMMUG00000006664	ENSOANG00000011998	ENSPPYG00000018734	ENSPPAG00000042566	ENSPTRG00000020409	ENSRNOG00000007456
ENSMUSG00000028223	ENSBTAG00000019663	ENSGALG00000036990	ENSGGOG00000002614	ENSG00000104325	ENSMODG00000007644	ENSMMUG00000006663	ENSOANG00000011997	ENSPPYG00000018733	ENSPPAG00000036153	ENSPTRG00000020408	ENSRNOG00000008236
ENSMUSG00000028224	ENSBTAG00000013225	ENSGALG00000037686	ENSGGOG00000027731	ENSG00000104320	ENSMODG00000007677	ENSMMUG00000014519	ENSOANG00000019926	ENSPPYG00000018732	ENSPPAG00000019456	ENSPTRG00000020407	ENSRNOG00000008580
ENSMUSG00000028226	ENSBTAG00000006877	ENSGALG00000032031	ENSGGOG00000027756	ENSG00000156103	ENSMODG00000007939	ENSMMUG00000013193	ENSOANG00000002138	ENSPPYG00000018729	ENSPPAG00000010941	ENSPTRG00000020403	ENSRNOG00000005708
ENSMUSG00000028228	ENSBTAG00000015536	ENSGALG00000035561	ENSGGOG00000009601	ENSG00000085719	ENSMODG00000008067	ENSMMUG00000006308	ENSOANG00000021062	ENSPPYG00000018726	ENSPPAG00000028318	ENSPTRG00000020397	ENSRNOG00000006298
ENSMUSG00000028233	ENSBTAG00000005898	ENSGALG00000015340	ENSGGOG00000008624	ENSG00000137574	ENSMODG00000009174	ENSMMUG00000005478	ENSOANG00000021853	ENSPPYG00000018597	ENSPPAG00000039058	ENSPTRG00000020262	ENSRNOG00000008156
ENSMUSG00000028236	ENSBTAG00000018570	ENSGALG00000022827	ENSGGOG00000004025	ENSG00000170786	ENSMODG00000009095	ENSMMUG00000014810	ENSOANG00000002450	ENSPPYG00000018605	ENSPPAG00000032503	ENSPTRG00000020268	ENSRNOG00000008871
ENSMUSG00000028238	ENSBTAG00000021092	ENSGALG00000034294	ENSGGOG00000013754	ENSG00000147614	ENSMODG00000008153	ENSMMUG00000001618	ENSOANG00000005792	ENSPPYG00000018722	ENSPPAG00000032918	ENSPTRG00000020393	ENSRNOG00000006926
ENSMUSG00000028240	ENSBTAG00000005287	ENSGALG00000041222	ENSGGOG00000023783	ENSG00000167910	ENSMODG00000008855	ENSMMUG00000006543	ENSOANG00000005032	ENSPPYG00000018611	ENSPPAG00000043585	ENSPTRG00000020275	ENSRNOG00000009488
ENSMUSG00000028243	ENSBTAG00000009138	ENSGALG00000030585	ENSGGOG00000028527	ENSG00000215114	ENSMODG00000008866	ENSMMUG00000001100	ENSOANG00000005031	ENSPPYG00000018610	ENSPPAG00000031175	ENSPTRG00000044290	ENSRNOG00000009137
ENSMUSG00000028246	ENSBTAG00000044061	ENSGALG00000015489	ENSGGOG00000044046	ENSG00000146267	ENSMODG00000018119	ENSMMUG00000005923	ENSOANG00000008934	ENSPPYG00000016862	ENSPPAG00000040951	ENSPTRG00000018440	ENSRNOG00000010106
ENSMUSG00000028247	ENSBTAG00000019729	ENSGALG00000015486	ENSGGOG00000006696	ENSG00000132423	ENSMODG00000018116	ENSMMUG00000005924	ENSOANG00000008935	ENSPPYG00000016863	ENSPPAG00000000909	ENSPTRG00000018441	ENSRNOG00000009974
ENSMUSG00000028248	ENSBTAG00000019730	ENSGALG00000015483	ENSGGOG00000012944	ENSG00000132424	ENSMODG00000018115	ENSMMUG00000005925	ENSOANG00000008936	ENSPPYG00000025884	ENSPPAG00000027087	ENSPTRG00000018442	ENSRNOG00000008782
ENSMUSG00000028252	ENSBTAG00000015744	ENSGALG00000015471	ENSGGOG00000007422	ENSG00000112237	ENSMODG00000018091	ENSMMUG00000004061	ENSOANG00000008940	ENSPPYG00000016865	ENSPPAG00000028772	ENSPTRG00000018444	ENSRNOG00000007719
ENSMUSG00000028264	ENSBTAG00000019469	ENSGALG00000043839	ENSGGOG00000027275	ENSG00000118434	ENSMODG00000018292	ENSMMUG00000004947	ENSOANG00000000535	ENSPPYG00000016832	ENSPPAG00000030768	ENSPTRG00000018410	ENSRNOG00000008232
ENSMUSG00000028266	ENSBTAG00000000305	ENSGALG00000006252	ENSGGOG00000000364	ENSG00000143013	ENSMODG00000008163	ENSMMUG00000017383	ENSOANG00000001760	ENSPPYG00000001181	ENSPPAG00000039370	ENSPTRG00000000929	ENSRNOG00000009205
ENSMUSG00000028271	ENSBTAG00000000504	ENSGALG00000006205	ENSGGOG00000015017	ENSG00000137947	ENSMODG00000012414	ENSMMUG00000002794	ENSOANG00000010586	ENSPPYG00000001178	ENSPPAG00000040245	ENSPTRG00000000932	ENSRNOG00000011135
ENSMUSG00000028273	ENSBTAG00000012818	ENSGALG00000012211	ENSGGOG00000024845	ENSG00000163110	ENSMODG00000019264	ENSMMUG00000022246	ENSOANG00000013172	ENSPPYG00000014937	ENSPPAG00000034155	ENSPTRG00000016292	ENSRNOG00000016419
ENSMUSG00000028278	ENSBTAG00000018438	ENSGALG00000026971	ENSGGOG00000024195	ENSG00000025039	ENSMODG00000018275	ENSMMUG00000015262	ENSOANG00000004170	ENSPPYG00000016841	ENSPPAG00000029815	ENSPTRG00000018420	ENSRNOG00000007331
ENSMUSG00000028289	ENSBTAG00000021420	ENSGALG00000015593	ENSGGOG00000006503	ENSG00000135333	ENSMODG00000018150	ENSMMUG00000014867	ENSOANG00000008930	ENSPPYG00000016851	ENSPPAG00000029754	ENSPTRG00000018428	ENSRNOG00000007030
ENSMUSG00000028291	ENSBTAG00000003764	ENSGALG00000015791	ENSGGOG00000002448	ENSG00000135334	ENSMODG00000018297	ENSMMUG00000002824	ENSOANG00000000536	ENSPPYG00000016831	ENSPPAG00000039437	ENSPTRG00000018409	ENSRNOG00000008288
ENSMUSG00000028292	ENSBTAG00000016967	ENSGALG00000015806	ENSGGOG00000010027	ENSG00000146282	ENSMODG00000018307	ENSMMUG00000017039	ENSOANG00000000540	ENSPPYG00000016829	ENSPPAG00000036963	ENSPTRG00000018407	ENSRNOG00000008643
ENSMUSG00000028295	ENSBTAG00000021663	ENSGALG00000015812	ENSGGOG00000002575	ENSG00000111850	ENSMODG00000018317	ENSMMUG00000045507	ENSOANG00000000547	ENSPPYG00000016825	ENSPPAG00000003425	ENSPTRG00000018402	ENSRNOG00000023035
ENSMUSG00000028298	ENSBTAG00000016138	ENSGALG00000015824	ENSGGOG00000027560	ENSG00000135346	ENSMODG00000018321	ENSMMUG00000000222	ENSOANG00000000551	ENSPPYG00000016823	ENSPPAG00000028444	ENSPTRG00000018398	ENSRNOG00000009269
ENSMUSG00000028300	ENSBTAG00000010059	ENSGALG00000001864	ENSGGOG00000006338	ENSG00000147894	ENSMODG00000004328	ENSMMUG00000016508	ENSOANG00000000337	ENSPPYG00000019154	ENSPPAG00000028395	ENSPTRG00000020839	ENSRNOG00000009478
ENSMUSG00000028309	ENSBTAG00000009516	ENSGALG00000015548	ENSGGOG00000004054	ENSG00000155827	ENSMODG00000014435	ENSMMUG00000016670	ENSOANG00000012814	ENSPPYG00000019455	ENSPPAG00000041287	ENSPTRG00000021203	ENSRNOG00000006087
ENSMUSG00000028318	ENSBTAG00000012243	ENSGALG00000005395	ENSGGOG00000001882	ENSG00000137054	ENSMODG00000002884	ENSMMUG00000017892	ENSOANG00000021091	ENSPPYG00000019061	ENSPPAG00000034566	ENSPTRG00000020944	ENSRNOG00000012664
ENSMUSG00000028322	ENSBTAG00000018925	ENSGALG00000002426	ENSGGOG00000006970	ENSG00000107371	ENSMODG00000002978	ENSMMUG00000008665	ENSOANG00000000886	ENSPPYG00000019055	ENSPPAG00000029897	ENSPTRG00000020952	ENSRNOG00000012409
ENSMUSG00000028328	ENSBTAG00000014719	ENSGALG00000002125	ENSGGOG00000001369	ENSG00000136842	ENSMODG00000003143	ENSMMUG00000012278	ENSOANG00000001919	ENSPPYG00000019424	ENSPPAG00000028497	ENSPTRG00000021165	ENSRNOG00000009761
ENSMUSG00000028329	ENSBTAG00000009734	ENSGALG00000028998	ENSGGOG00000001381	ENSG00000136936	ENSMODG00000003210	ENSMMUG00000012282	ENSOANG00000006385	ENSPPYG00000019427	ENSPPAG00000040453	ENSPTRG00000021168	ENSRNOG00000009576
ENSMUSG00000028330	ENSBTAG00000009732	ENSGALG00000002087	ENSGGOG00000001376	ENSG00000136937	ENSMODG00000003202	ENSMMUG00000012281	ENSOANG00000001918	ENSPPYG00000019426	ENSPPAG00000026462	ENSPTRG00000021167	ENSRNOG00000023605
ENSMUSG00000028334	ENSBTAG00000019023	ENSGALG00000015320	ENSGGOG00000021976	ENSG00000095380	ENSMODG00000003270	ENSMMUG00000041923	ENSOANG00000011134	ENSPPYG00000019431	ENSPPAG00000027418	ENSPTRG00000021173	ENSRNOG00000008945
ENSMUSG00000028341	ENSBTAG00000001864	ENSGALG00000013568	ENSGGOG00000028179	ENSG00000119508	ENSMODG00000012660	ENSMMUG00000011410	ENSOANG00000002125	ENSPPYG00000019442	ENSPPAG00000041940	ENSPTRG00000021186	ENSRNOG00000005964
ENSMUSG00000028343	ENSBTAG00000009804	ENSGALG00000013452	ENSGGOG00000007703	ENSG00000023318	ENSMODG00000012640	ENSMMUG00000011415	ENSOANG00000002120	ENSPPYG00000019444	ENSPPAG00000041063	ENSPTRG00000021188	ENSRNOG00000005841
ENSMUSG00000028344	ENSBTAG00000009806	ENSGALG00000013441	ENSGGOG00000027423	ENSG00000119509	ENSMODG00000012633	ENSMMUG00000001524	ENSOANG00000002119	ENSPPYG00000019445	ENSPPAG00000028882	ENSPTRG00000021189	ENSRNOG00000008632
ENSMUSG00000028345	ENSBTAG00000044003	ENSGALG00000013438	ENSGGOG00000001878	ENSG00000136891	ENSMODG00000012618	ENSMMUG00000001526	ENSOANG00000002117	ENSPPYG00000019446	ENSPPAG00000035954	ENSPTRG00000021192	ENSRNOG00000008618
ENSMUSG00000028347	ENSBTAG00000021991	ENSGALG00000013212	ENSGGOG00000026943	ENSG00000241697	ENSMODG00000003346	ENSMMUG00000009775	ENSOANG00000010168	ENSPPYG00000029421	ENSPPAG00000034377	ENSPTRG00000021194	ENSRNOG00000008034
ENSMUSG00000028348	ENSBTAG00000021992	ENSGALG00000026452	ENSGGOG00000009645	ENSG00000170681	ENSMODG00000003335	ENSMMUG00000041129	ENSOANG00000010169	ENSPPYG00000019448	ENSPPAG00000042099	ENSPTRG00000021195	ENSRNOG00000008027
ENSMUSG00000028351	ENSBTAG00000015936	ENSGALG00000006997	ENSGGOG00000005190	ENSG00000078725	ENSMODG00000019618	ENSMMUG00000046364	ENSOANG00000005071	ENSPPYG00000019549	ENSPPAG00000032114	ENSPTRG00000021301	ENSRNOG00000005561
ENSMUSG00000028356	ENSBTAG00000015676	ENSGALG00000030255	ENSGGOG00000014191	ENSG00000106927	ENSMODG00000004020	ENSMMUG00000008559	ENSOANG00000003126	ENSPPYG00000019528	ENSPPAG00000004384	ENSPTRG00000021284	ENSRNOG00000006889
ENSMUSG00000028358	ENSBTAG00000025659	ENSGALG00000008886	ENSGGOG00000041332	ENSG00000157657	ENSMODG00000004063	ENSMMUG00000008557	ENSOANG00000005539	ENSPPYG00000019526	ENSPPAG00000032634	ENSPTRG00000021283	ENSRNOG00000006719
ENSMUSG00000028364	ENSBTAG00000000575	ENSGALG00000039990	ENSGGOG00000010138	ENSG00000041982	ENSMODG00000019592	ENSMMUG00000003356	ENSOANG00000010612	ENSPPYG00000019537	ENSPPAG00000033465	ENSPTRG00000021294	ENSRNOG00000058645
ENSMUSG00000028369	ENSBTAG00000020243	ENSGALG00000015721	ENSGGOG00000004135	ENSG00000165124	ENSMODG00000003939	ENSMMUG00000047960	ENSOANG00000006970	ENSPPYG00000019493	ENSPPAG00000030441	ENSPTRG00000021246	ENSRNOG00000033110
ENSMUSG00000028370	ENSBTAG00000004010	ENSGALG00000007079	ENSGGOG00000007107	ENSG00000182752	ENSMODG00000019600	ENSMMUG00000013099	ENSOANG00000002094	ENSPPYG00000019541	ENSPPAG00000031632	ENSPTRG00000021296	ENSRNOG00000033527
ENSMUSG00000028381	ENSBTAG00000016073	ENSGALG00000015682	ENSGGOG00000002847	ENSG00000148154	ENSMODG00000005539	ENSMMUG00000021526	ENSOANG00000015813	ENSPPYG00000019502	ENSPPAG00000044015	ENSPTRG00000021261	ENSRNOG00000015644
ENSMUSG00000028385	ENSBTAG00000044070	ENSGALG00000015660	ENSGGOG00000004212	ENSG00000148158	ENSMODG00000004826	ENSMMUG00000010966	ENSOANG00000000846	ENSPPYG00000019509	ENSPPAG00000032860	ENSPTRG00000021267	ENSRNOG00000017132
ENSMUSG00000028386	ENSBTAG00000013670	ENSGALG00000027345	ENSGGOG00000004221	ENSG00000119457	ENSMODG00000004815	ENSMMUG00000000568	ENSOANG00000000847	ENSPPYG00000019510	ENSPPAG00000039889	ENSPTRG00000021268	ENSRNOG00000017324
ENSMUSG00000028392	ENSBTAG00000044155	ENSGALG00000008861	ENSGGOG00000006968	ENSG00000119411	ENSMODG00000004402	ENSMMUG00000005851	ENSOANG00000009715	ENSPPYG00000019519	ENSPPAG00000029028	ENSPTRG00000021277	ENSRNOG00000015105
ENSMUSG00000028393	ENSBTAG00000000251	ENSGALG00000008865	ENSGGOG00000006979	ENSG00000148218	ENSMODG00000004392	ENSMMUG00000031965	ENSOANG00000009713	ENSPPYG00000019521	ENSPPAG00000041585	ENSPTRG00000021279	ENSRNOG00000015206
ENSMUSG00000028397	ENSBTAG00000043987	ENSGALG00000020557	ENSGGOG00000000506	ENSG00000107077	ENSMODG00000015213	ENSMMUG00000015985	ENSOANG00000001081	ENSPPYG00000019222	ENSPPAG00000042410	ENSPTRG00000023432	ENSRNOG00000006644
ENSMUSG00000028399	ENSBTAG00000010178	ENSGALG00000015058	ENSGGOG00000016241	ENSG00000153707	ENSMODG00000015192	ENSMMUG00000006952	ENSOANG00000001492	ENSPPYG00000019220	ENSPPAG00000032905	ENSPTRG00000020773	ENSRNOG00000005711
ENSMUSG00000028402	ENSBTAG00000043961	ENSGALG00000005846	ENSGGOG00000005514	ENSG00000107186	ENSMODG00000015042	ENSMMUG00000019388	ENSOANG00000013531	ENSPPYG00000019216	ENSPPAG00000028619	ENSPTRG00000020776	ENSRNOG00000007894
ENSMUSG00000028403	ENSBTAG00000006197	ENSGALG00000027428	ENSGGOG00000022090	ENSG00000175893	ENSMODG00000014993	ENSMMUG00000012426	ENSOANG00000010121	ENSPPYG00000019213	ENSPPAG00000038407	ENSPTRG00000020779	ENSRNOG00000010484
ENSMUSG00000028405	ENSBTAG00000000555	ENSGALG00000002162	ENSGGOG00000016306	ENSG00000122729	ENSMODG00000004463	ENSMMUG00000008196	ENSOANG00000012132	ENSPPYG00000019150	ENSPPAG00000033498	ENSPTRG00000020843	ENSRNOG00000005849
ENSMUSG00000028410	ENSBTAG00000016265	ENSGALG00000023066	ENSGGOG00000007030	ENSG00000086061	ENSMODG00000003384	ENSMMUG00000007740	ENSOANG00000009877	ENSPPYG00000019141	ENSPPAG00000027533	ENSPTRG00000020852	ENSRNOG00000007029
ENSMUSG00000028411	ENSBTAG00000013947	ENSGALG00000001954	ENSGGOG00000014232	ENSG00000137074	ENSMODG00000003365	ENSMMUG00000007724	ENSOANG00000009878	ENSPPYG00000019142	ENSPPAG00000030295	ENSPTRG00000020850	ENSRNOG00000006582
ENSMUSG00000028420	ENSBTAG00000034867	ENSGALG00000027472	ENSGGOG00000007210	ENSG00000095209	ENSMODG00000014644	ENSMMUG00000002672	ENSOANG00000029850	ENSPPYG00000019474	ENSPPAG00000033497	ENSPTRG00000021226	ENSRNOG00000028063
ENSMUSG00000028431	ENSBTAG00000004991	ENSGALG00000001947	ENSGGOG00000004204	ENSG00000070061	ENSMODG00000012603	ENSMMUG00000019357	ENSOANG00000009880	ENSPPYG00000019482	ENSPPAG00000027510	ENSPTRG00000021233	ENSRNOG00000016725
ENSMUSG00000028434	ENSBTAG00000017063	ENSGALG00000029935	ENSGGOG00000004192	ENSG00000095203	ENSMODG00000003302	ENSMMUG00000017515	ENSOANG00000001740	ENSPPYG00000019487	ENSPPAG00000028167	ENSPTRG00000021239	ENSRNOG00000056550
ENSMUSG00000028435	ENSBTAG00000008493	ENSGALG00000002452	ENSGGOG00000003993	ENSG00000165272	ENSMODG00000003825	ENSMMUG00000003314	ENSOANG00000014661	ENSPPYG00000019134	ENSPPAG00000042338	ENSPTRG00000020860	ENSRNOG00000009797
ENSMUSG00000028436	ENSBTAG00000021573	ENSGALG00000005800	ENSGGOG00000008404	ENSG00000198876	ENSMODG00000003585	ENSMMUG00000017458	ENSOANG00000028626	ENSPPYG00000019127	ENSPPAG00000002963	ENSPTRG00000020872	ENSRNOG00000050790
ENSMUSG00000028437	ENSBTAG00000000320	ENSGALG00000021378	ENSGGOG00000000674	ENSG00000165006	ENSMODG00000008112	ENSMMUG00000031826	ENSOANG00000006360	ENSPPYG00000019126	ENSPPAG00000030115	ENSPTRG00000020873	ENSRNOG00000012004
ENSMUSG00000028438	ENSBTAG00000012921	ENSGALG00000005806	ENSGGOG00000000675	ENSG00000186638	ENSMODG00000008094	ENSMMUG00000018726	ENSOANG00000006359	ENSPPYG00000019125	ENSPPAG00000027850	ENSPTRG00000020874	ENSRNOG00000012735
ENSMUSG00000028439	ENSBTAG00000008537	ENSGALG00000005821	ENSGGOG00000011945	ENSG00000164970	ENSMODG00000008045	ENSMMUG00000020773	ENSOANG00000006358	ENSPPYG00000019121	ENSPPAG00000043868	ENSPTRG00000020879	ENSRNOG00000039559
ENSMUSG00000028443	ENSBTAG00000031793	ENSGALG00000027295	ENSGGOG00000003907	ENSG00000164978	ENSMODG00000008075	ENSMMUG00000008217	ENSOANG00000006866	ENSPPYG00000019124	ENSPPAG00000037454	ENSPTRG00000020876	ENSRNOG00000055633
ENSMUSG00000028444	ENSBTAG00000015361	ENSGALG00000028140	ENSGGOG00000006496	ENSG00000122756	ENSMODG00000007977	ENSMMUG00000020780	ENSOANG00000031791	ENSPPYG00000019118	ENSPPAG00000041159	ENSPTRG00000020882	ENSRNOG00000047307
ENSMUSG00000028458	ENSBTAG00000011406	ENSGALG00000027658	ENSGGOG00000017152	ENSG00000107140	ENSMODG00000007545	ENSMMUG00000016316	ENSOANG00000007476	ENSPPYG00000019095	ENSPPAG00000039287	ENSPTRG00000020911	ENSRNOG00000053729
ENSMUSG00000028464	ENSBTAG00000011424	ENSGALG00000025842	ENSGGOG00000038916	ENSG00000198467	ENSMODG00000007463	ENSMMUG00000016321	ENSOANG00000001974	ENSPPYG00000019089	ENSPPAG00000030835	ENSPTRG00000024321	ENSRNOG00000016731
ENSMUSG00000028465	ENSBTAG00000025868	ENSGALG00000002548	ENSGGOG00000007440	ENSG00000137076	ENSMODG00000007430	ENSMMUG00000031856	ENSOANG00000007148	ENSPPYG00000019088	ENSPPAG00000026053	ENSPTRG00000020917	ENSRNOG00000016630
ENSMUSG00000028466	ENSBTAG00000011429	ENSGALG00000002523	ENSGGOG00000007353	ENSG00000107175	ENSMODG00000007277	ENSMMUG00000016328	ENSOANG00000005239	ENSPPYG00000019087	ENSPPAG00000034346	ENSPTRG00000020918	ENSRNOG00000016452
ENSMUSG00000028467	ENSBTAG00000011431	ENSGALG00000002412	ENSGGOG00000007356	ENSG00000070610	ENSMODG00000007262	ENSMMUG00000016331	ENSOANG00000005241	ENSPPYG00000019086	ENSPPAG00000042172	ENSPTRG00000020919	ENSRNOG00000016364
ENSMUSG00000028476	ENSBTAG00000000076	ENSGALG00000036829	ENSGGOG00000003313	ENSG00000122707	ENSMODG00000002595	ENSMMUG00000022613	ENSOANG00000014877	ENSPPYG00000019072	ENSPPAG00000042522	ENSPTRG00000020928	ENSRNOG00000014863
ENSMUSG00000028479	ENSBTAG00000001142	ENSGALG00000015331	ENSGGOG00000013160	ENSG00000159921	ENSMODG00000002632	ENSMMUG00000006135	ENSOANG00000011137	ENSPPYG00000019068	ENSPPAG00000036755	ENSPTRG00000020931	ENSRNOG00000014365
ENSMUSG00000028480	ENSBTAG00000000078	ENSGALG00000028821	ENSGGOG00000003324	ENSG00000122694	ENSMODG00000002601	ENSMMUG00000010213	ENSOANG00000014879	ENSPPYG00000019071	ENSPPAG00000036155	ENSPTRG00000042354	ENSRNOG00000014838
ENSMUSG00000028483	ENSBTAG00000004592	ENSGALG00000011323	ENSGGOG00000006757	ENSG00000164975	ENSMODG00000014956	ENSMMUG00000016189	ENSOANG00000010116	ENSPPYG00000019207	ENSPPAG00000015962	ENSPTRG00000020785	ENSRNOG00000010825
ENSMUSG00000028484	ENSBTAG00000045505	ENSGALG00000015105	ENSGGOG00000016152	ENSG00000164985	ENSMODG00000014943	ENSMMUG00000002224	ENSOANG00000021432	ENSPPYG00000019206	ENSPPAG00000030461	ENSPTRG00000020786	ENSRNOG00000011498
ENSMUSG00000028487	ENSBTAG00000003669	ENSGALG00000015101	ENSGGOG00000004532	ENSG00000173068	ENSMODG00000014900	ENSMMUG00000001141	ENSOANG00000012860	ENSPPYG00000019203	ENSPPAG00000037205	ENSPTRG00000020789	ENSRNOG00000006553
ENSMUSG00000028492	ENSBTAG00000001322	ENSGALG00000027314	ENSGGOG00000024981	ENSG00000155875	ENSMODG00000014676	ENSMMUG00000018394	ENSOANG00000022528	ENSPPYG00000019197	ENSPPAG00000031728	ENSPTRG00000020796	ENSRNOG00000048197
ENSMUSG00000028496	ENSBTAG00000014124	ENSGALG00000015078	ENSGGOG00000004505	ENSG00000171843	ENSMODG00000003574	ENSMMUG00000008325	ENSOANG00000010155	ENSPPYG00000019188	ENSPPAG00000026839	ENSPTRG00000020808	ENSRNOG00000011280
ENSMUSG00000028497	ENSBTAG00000017741	ENSGALG00000028142	ENSGGOG00000016141	ENSG00000188921	ENSMODG00000003655	ENSMMUG00000019068	ENSOANG00000007467	ENSPPYG00000019186	ENSPPAG00000038675	ENSPTRG00000052281	ENSRNOG00000005772
ENSMUSG00000028514	ENSBTAG00000016990	ENSGALG00000010805	ENSGGOG00000004312	ENSG00000162402	ENSMODG00000003814	ENSMMUG00000005740	ENSOANG00000030586	ENSPPYG00000001305	ENSPPAG00000019593	ENSPTRG00000000784	ENSRNOG00000005802
ENSMUSG00000028518	ENSBTAG00000018747	ENSGALG00000010826	ENSGGOG00000009076	ENSG00000162409	ENSMODG00000003591	ENSMMUG00000010406	ENSOANG00000011385	ENSPPYG00000001303	ENSPPAG00000043682	ENSPTRG00000000788	ENSRNOG00000007706
ENSMUSG00000028519	ENSBTAG00000013802	ENSGALG00000010857	ENSGGOG00000024836	ENSG00000173406	ENSMODG00000003377	ENSMMUG00000022995	ENSOANG00000004861	ENSPPYG00000001299	ENSPPAG00000031768	ENSPTRG00000000793	ENSRNOG00000007410
ENSMUSG00000028521	ENSBTAG00000005445	ENSGALG00000011121	ENSGGOG00000009038	ENSG00000116704	ENSMODG00000000883	ENSMMUG00000000645	ENSOANG00000013319	ENSPPYG00000001260	ENSPPAG00000027327	ENSPTRG00000000838	ENSRNOG00000022967
ENSMUSG00000028522	ENSBTAG00000005443	ENSGALG00000011118	ENSGGOG00000008663	ENSG00000198160	ENSMODG00000017435	ENSMMUG00000000643	ENSOANG00000012768	ENSPPYG00000001261	ENSPPAG00000036218	ENSPTRG00000000837	ENSRNOG00000007175
ENSMUSG00000028524	ENSBTAG00000011091	ENSGALG00000011113	ENSGGOG00000022052	ENSG00000118473	ENSMODG00000001029	ENSMMUG00000000637	ENSOANG00000021833	ENSPPYG00000001265	ENSPPAG00000041547	ENSPTRG00000000832	ENSRNOG00000006357
ENSMUSG00000028528	ENSBTAG00000030749	ENSGALG00000011041	ENSGGOG00000010799	ENSG00000116675	ENSMODG00000001204	ENSMMUG00000017259	ENSOANG00000031699	ENSPPYG00000010671	ENSPPAG00000027682	ENSPTRG00000000829	ENSRNOG00000052887
ENSMUSG00000028532	ENSBTAG00000016455	ENSGALG00000011024	ENSGGOG00000007691	ENSG00000158966	ENSMODG00000001285	ENSMMUG00000007577	ENSOANG00000008330	ENSPPYG00000001272	ENSPPAG00000012742	ENSPTRG00000000823	ENSRNOG00000010514
ENSMUSG00000028538	ENSBTAG00000017656	ENSGALG00000010083	ENSGGOG00000016354	ENSG00000126091	ENSMODG00000003040	ENSMMUG00000015555	ENSOANG00000006396	ENSPPYG00000010669	ENSPPAG00000040879	ENSPTRG00000000644	ENSRNOG00000019843
ENSMUSG00000028540	ENSBTAG00000018888	ENSGALG00000010089	ENSGGOG00000025226	ENSG00000132768	ENSMODG00000002987	ENSMMUG00000015150	ENSOANG00000030451	ENSPPYG00000001439	ENSPPAG00000039724	ENSPTRG00000046825	ENSRNOG00000019735
ENSMUSG00000028541	ENSBTAG00000011879	ENSGALG00000010094	ENSGGOG00000003641	ENSG00000117411	ENSMODG00000002949	ENSMMUG00000015155	ENSOANG00000013787	ENSPPYG00000001437	ENSPPAG00000039923	ENSPTRG00000000649	ENSRNOG00000019609
ENSMUSG00000028544	ENSBTAG00000014225	ENSGALG00000010494	ENSGGOG00000012140	ENSG00000117834	ENSMODG00000001399	ENSMMUG00000007558	ENSOANG00000021319	ENSPPYG00000001373	ENSPPAG00000034646	ENSPTRG00000000716	ENSRNOG00000042950
ENSMUSG00000028546	ENSBTAG00000021046	ENSGALG00000010533	ENSGGOG00000000634	ENSG00000162374	ENSMODG00000001300	ENSMMUG00000021933	ENSOANG00000007377	ENSPPYG00000001367	ENSPPAG00000042402	ENSPTRG00000000723	ENSRNOG00000023601
ENSMUSG00000028550	ENSBTAG00000010124	ENSGALG00000010985	ENSGGOG00000007252	ENSG00000125703	ENSMODG00000001393	ENSMMUG00000000386	ENSOANG00000008336	ENSPPYG00000001279	ENSPPAG00000043147	ENSPTRG00000000813	ENSRNOG00000008767
