ensembl_gene_id	pabelii_homolog_ensembl_gene	pabelii_homolog_associated_gene_name	pabelii_homolog_ensembl_peptide	pabelii_homolog_chromosome	pabelii_homolog_chrom_start	pabelii_homolog_chrom_end	pabelii_homolog_canonical_transcript_protein	pabelii_homolog_subtype	pabelii_homolog_orthology_type	pabelii_homolog_perc_id	pabelii_homolog_perc_id_r1	pabelii_homolog_goc_score	pabelii_homolog_wga_coverage	pabelii_homolog_dn	pabelii_homolog_ds	pabelii_homolog_orthology_confidence
ENSMUSG00000051316	ENSPPYG00000015885	TAF7	ENSPPYP00000017766	5	142833924	142834973	ENSMUSP00000065645	Eutheria	ortholog_one2one	94.7214	92.5501	100	50	0.0238	0.617	1
ENSMUSG00000115022	ENSPPYG00000014087	HACL1	ENSPPYP00000015759	3	131967886	132012639	ENSMUSP00000128588	Euarchontoglires	ortholog_one2many	85	20.5882	100	50.68	0.0694	0.4007	0
ENSMUSG00000053460	ENSPPYG00000012228	GGCX	ENSPPYP00000013637	2a	24597439	24609986	ENSMUSP00000070109	Euarchontoglires	ortholog_one2one	87.4505	87.3351	100	100	0.0772	0.4691	1
ENSMUSG00000034908	ENSPPYG00000003908	SIDT2	ENSPPYP00000004477	11	114087217	114105869	ENSMUSP00000110220	Euarchontoglires	ortholog_one2one	86.7526	95.3608	75	100	0.0215	0.5776	1
ENSMUSG00000062949	ENSPPYG00000020781	ATP11C	ENSPPYP00000023265	X	139375063	139583075	ENSMUSP00000099066	Euarchontoglires	ortholog_one2one	94.5084	94.5084	100	36.97	0.027	0.3603	1
ENSMUSG00000061958	ENSPPYG00000018324	DEFA6	ENSPPYP00000020532	8	7174540	7175772	ENSMUSP00000076665	Euarchontoglires	ortholog_many2many	25.8621	30	25	NA	0.7815	0.7797	0
ENSMUSG00000061958	ENSPPYG00000019025		ENSPPYP00000021326	8_random	9075309	9076836	ENSMUSP00000076665	Euarchontoglires	ortholog_many2many	23.2759	26.7327	25	NA	0.832	0.9897	0
ENSMUSG00000061958	ENSPPYG00000018325	DEFA4	ENSPPYP00000020533	8	7185285	7186431	ENSMUSP00000076665	Euarchontoglires	ortholog_many2many	25.8621	30.9278	50	NA	0.8268	0.6977	0
ENSMUSG00000061958	ENSPPYG00000019005		ENSPPYP00000021313	8_random	2381548	2382980	ENSMUSP00000076665	Euarchontoglires	ortholog_many2many	22.4138	27.6596	25	NA	0.7552	0.6137	0
ENSMUSG00000061958	ENSPPYG00000029890		ENSPPYP00000024773	8	7227964	7234344	ENSMUSP00000076665	Euarchontoglires	ortholog_many2many	25.8621	31.5789	25	NA	0.6821	1.377	0
ENSMUSG00000021884	ENSPPYG00000014087	HACL1	ENSPPYP00000015759	3	131967886	132012639	ENSMUSP00000022437	Euarchontoglires	ortholog_one2many	86.9191	87.3702	100	83.77	0.072	0.4957	1
ENSMUSG00000021967	ENSPPYG00000005200	MRPL57	ENSPPYP00000005923	13	20329341	20329649	ENSMUSP00000022538	Eutheria	ortholog_one2one	82.3529	82.3529	100	0	0.0986	1.2376	1
ENSMUSG00000045795	ENSPPYG00000006262		ENSPPYP00000007100	15	19259083	19268611	ENSMUSP00000128881	Euarchontoglires	ortholog_one2many	12.7364	77.6923	0	NA	0.1497	1.0958	0
ENSMUSG00000045795	ENSPPYG00000006734	WHAMM	ENSPPYP00000007641	15	80246902	80274180	ENSMUSP00000128881	Euarchontoglires	ortholog_one2many	67.5914	66.1728	75	3.97	0.2107	0.7015	1
ENSMUSG00000028847	ENSPPYG00000001546	TRAPPC3	ENSPPYP00000001784	1	194049528	194062760	ENSMUSP00000030660	Euarchontoglires	ortholog_one2one	98.3333	98.3333	100	100	0.0078	0.5629	1
ENSMUSG00000051663	ENSPPYG00000015874	PCDHB1	ENSPPYP00000017757	5	142554776	142557232	ENSMUSP00000057519	Euarchontoglires	ortholog_one2one	88.5086	88.5086	100	NA	0.0625	0.5395	1
ENSMUSG00000068264	ENSPPYG00000010810	AP5S1	ENSPPYP00000012074	20	24469824	24474442	ENSMUSP00000086933	Eutheria	ortholog_one2one	58.0645	72	100	100	0.201	1.0648	1
ENSMUSG00000020303	ENSPPYG00000016056	STC2	ENSPPYP00000017968	5	175984765	175999400	ENSMUSP00000020546	Boreoeutheria	ortholog_one2one	87.8378	86.0927	50	100	0.0621	0.7496	1
ENSMUSG00000003778	ENSPPYG00000015821		ENSPPYP00000017690	5	139720127	139741581	ENSMUSP00000003876	Euarchontoglires	ortholog_one2one	92.9548	91.2281	100	100	0.0258	0.3178	1
ENSMUSG00000022548	ENSPPYG00000014430		ENSPPYP00000016141	3	199592296	199608169	ENSMUSP00000119827	Euarchontoglires	ortholog_one2one	71.9577	48.227	50	100	0.1843	0.595	0
ENSMUSG00000045180	ENSPPYG00000020116	SHROOM2	ENSPPYP00000022498	X	9699571	9776161	ENSMUSP00000098701	Euarchontoglires	ortholog_one2one	64.3578	60.9943	25	0	0.2104	1.1525	0
ENSMUSG00000094152	ENSPPYG00000010240	SLC6A16	ENSPPYP00000011465	19	50848749	50869478	ENSMUSP00000149306	Euarchontoglires	ortholog_one2one	47.1698	47.5543	100	100	0.4464	0.711	0
ENSMUSG00000018507	ENSPPYG00000008017	TRPV2	ENSPPYP00000009016	17	16762540	16784434	ENSMUSP00000018651	Euarchontoglires	ortholog_one2one	79.7619	78.9267	75	100	0.1186	0.7688	1
ENSMUSG00000036792	ENSPPYG00000012836	MBD5	ENSPPYP00000014328	2b	37884544	37939323	ENSMUSP00000036847	Euarchontoglires	ortholog_one2one	82.5231	95.1936	100	74.49	0.0229	0.1868	1
ENSMUSG00000050304	ENSPPYG00000015884	SLC25A2	ENSPPYP00000017765	5	142815534	142816439	ENSMUSP00000052849	Euarchontoglires	ortholog_one2one	78.1132	68.7708	100	50	0.1287	0.5611	1
ENSMUSG00000066975	ENSPPYG00000011670	CRYBA4	ENSPPYP00000013017	22	21438547	21446096	ENSMUSP00000108004	Euarchontoglires	ortholog_one2one	75	93.038	100	50	0.0326	0.815	1
ENSMUSG00000074444	ENSPPYG00000018324	DEFA6	ENSPPYP00000020532	8	7174540	7175772	ENSMUSP00000096497	Euarchontoglires	ortholog_many2many	39.7849	37	25	NA	0.5499	0.8176	0
ENSMUSG00000074444	ENSPPYG00000019025		ENSPPYP00000021326	8_random	9075309	9076836	ENSMUSP00000096497	Euarchontoglires	ortholog_many2many	33.3333	30.6931	25	NA	0.6796	0.7819	0
ENSMUSG00000074444	ENSPPYG00000018325	DEFA4	ENSPPYP00000020533	8	7185285	7186431	ENSMUSP00000096497	Euarchontoglires	ortholog_many2many	38.7097	37.1134	25	NA	0.6356	0.7268	0
ENSMUSG00000074444	ENSPPYG00000019005		ENSPPYP00000021313	8_random	2381548	2382980	ENSMUSP00000096497	Euarchontoglires	ortholog_many2many	37.6344	37.234	25	NA	0.5742	1.0337	0
ENSMUSG00000074444	ENSPPYG00000029890		ENSPPYP00000024773	8	7227964	7234344	ENSMUSP00000096497	Euarchontoglires	ortholog_many2many	36.5591	35.7895	25	NA	0.6586	0.7597	0
ENSMUSG00000050473	ENSPPYG00000017036	SLC35D3	ENSPPYP00000019079	6	139875976	139878244	ENSMUSP00000060589	Euarchontoglires	ortholog_one2one	90.0474	91.3462	100	0	0.0424	0.6698	1
ENSMUSG00000073676	ENSPPYG00000025876		ENSPPYP00000023505	2b	88482691	88485648	ENSMUSP00000074724	Eutheria	ortholog_one2many	96.0784	96.0784	100	NA	0.0224	0.4528	1
ENSMUSG00000073676	ENSPPYG00000008875		ENSPPYP00000009953	17_random	11296884	11297189	ENSMUSP00000074724	Eutheria	ortholog_one2many	96.0784	96.0784	0	NA	0.0226	0.4733	0
ENSMUSG00000043458	ENSPPYG00000015877	PCDHB5	ENSPPYP00000017760	5	142646871	142649258	ENSMUSP00000050357	Boreoeutheria	ortholog_one2many	74.7782	74.2138	100	NA	0.1463	0.7483	1
ENSMUSG00000049672	ENSPPYG00000009025	ZBTB14	ENSPPYP00000010129	18	27075543	27079431	ENSMUSP00000108296	Boreoeutheria	ortholog_one2one	99.3318	99.3318	75	100	0.003	0.8808	1
ENSMUSG00000034990	ENSPPYG00000007183		ENSPPYP00000008123	16	21630483	21677698	ENSMUSP00000044177	Euarchontoglires	ortholog_one2one	44.5031	72.2857	100	0	0.1693	0.6256	0
ENSMUSG00000051242	ENSPPYG00000015876	PCDHB4	ENSPPYP00000017759	5	142633204	142636998	ENSMUSP00000058801	Eutheria	ortholog_one2many	73.3092	76.3522	75	NA	0.1276	0.6371	1
ENSMUSG00000071537	ENSPPYG00000018049	KLRG2	ENSPPYP00000020252	7	136682747	136715321	ENSMUSP00000093732	Euarchontoglires	ortholog_one2one	60.4651	57.2127	100	0	0.25	1.0996	1
ENSMUSG00000026073	ENSPPYG00000012108	IL1R2	ENSPPYP00000013501	2a	9619254	9651097	ENSMUSP00000027243	Euarchontoglires	ortholog_one2one	58.5366	61.5385	100	0	0.2795	0.7981	1
ENSMUSG00000001930	ENSPPYG00000004180	VWF	ENSPPYP00000004763	12	6121603	6314889	ENSMUSP00000107873	Euarchontoglires	ortholog_one2one	81.4789	83.1037	100	95.29	0.0897	0.6486	1
ENSMUSG00000034359	ENSPPYG00000001374		ENSPPYP00000001595	1	181680100	181682903	ENSMUSP00000139831	Euarchontoglires	ortholog_one2many	36.5	62.931	75	100	0.2472	0.6725	0
ENSMUSG00000056174	ENSPPYG00000001547	COL8A2	ENSPPYP00000001785	1	194098989	194101663	ENSMUSP00000070270	Euarchontoglires	ortholog_one2one	93.9914	93.4566	100	100	0.0361	0.3817	1
ENSMUSG00000104252	ENSPPYG00000015867		ENSPPYP00000017747	5	142299496	142301790	ENSMUSP00000141408	Euarchontoglires	ortholog_one2many	67.4762	83.5294	100	96.81	0.1013	0.725	1
ENSMUSG00000026930	ENSPPYG00000019768	GPSM1	ENSPPYP00000022167	9	133295146	133319931	ENSMUSP00000067964	Euarchontoglires	ortholog_one2one	84.2553	91.5254	100	57.97	0.0404	1.2201	1
ENSMUSG00000002871	ENSPPYG00000013444	TPRA1	ENSPPYP00000015038	3	5144830	5164491	ENSMUSP00000063042	Eutheria	ortholog_one2one	92.1409	91.1528	100	100	0.0407	0.6932	1
ENSMUSG00000025980	ENSPPYG00000013046		ENSPPYP00000014577	2b	88464852	88481124	ENSMUSP00000027123	Eutheria	ortholog_one2one	97.7312	97.7312	100	NA	0.0105	0.4646	1
ENSMUSG00000020697	ENSPPYG00000008176	LIG3	ENSPPYP00000009191	17	29717950	29742188	ENSMUSP00000133805	Euarchontoglires	ortholog_one2one	87.8458	88.107	100	98.26	0.0639	0.404	1
ENSMUSG00000074443	ENSPPYG00000018324	DEFA6	ENSPPYP00000020532	8	7174540	7175772	ENSMUSP00000096496	Euarchontoglires	ortholog_many2many	38.7097	36	50	NA	0.5374	0.8978	0
ENSMUSG00000074443	ENSPPYG00000019025		ENSPPYP00000021326	8_random	9075309	9076836	ENSMUSP00000096496	Euarchontoglires	ortholog_many2many	33.3333	30.6931	50	NA	0.6525	0.6206	0
ENSMUSG00000074443	ENSPPYG00000018325	DEFA4	ENSPPYP00000020533	8	7185285	7186431	ENSMUSP00000096496	Euarchontoglires	ortholog_many2many	36.5591	35.0515	75	NA	0.6021	0.8315	0
ENSMUSG00000074443	ENSPPYG00000019005		ENSPPYP00000021313	8_random	2381548	2382980	ENSMUSP00000096496	Euarchontoglires	ortholog_many2many	33.3333	32.9787	50	NA	0.5822	1.2531	0
ENSMUSG00000074443	ENSPPYG00000029890		ENSPPYP00000024773	8	7227964	7234344	ENSMUSP00000096496	Euarchontoglires	ortholog_many2many	36.5591	35.7895	75	NA	0.5543	0.8389	0
ENSMUSG00000026398	ENSPPYG00000000379	NR5A2	ENSPPYP00000000425	1	50160285	50317296	ENSMUSP00000027649	Eutheria	ortholog_one2one	86.7857	89.8336	100	96.21	0.0515	0.5373	1
ENSMUSG00000020003	ENSPPYG00000017035	PEX7	ENSPPYP00000019078	6	139772082	139867006	ENSMUSP00000020182	Euarchontoglires	ortholog_one2one	92.4528	91.0217	100	99.83	0.0381	0.4562	1
ENSMUSG00000094660	ENSPPYG00000020404	SPIN2B	ENSPPYP00000022839	X	57711888	57713718	ENSMUSP00000141090	Eutheria	ortholog_many2many	57.7093	50.7752	25	NA	0.3049	0.9831	0
ENSMUSG00000094660	ENSPPYG00000020405		ENSPPYP00000022840	X	57727707	57728483	ENSMUSP00000141090	Eutheria	ortholog_many2many	31.7181	46.1538	25	NA	0.3272	0.8278	0
ENSMUSG00000053886	ENSPPYG00000018397	SH2D4A	ENSPPYP00000020613	8	18805547	18883396	ENSMUSP00000070825	Euarchontoglires	ortholog_one2one	60.5701	67.1053	100	74.75	0.1695	0.9082	1
ENSMUSG00000053963	ENSPPYG00000000162		ENSPPYP00000000161	1	23033643	23091496	ENSMUSP00000119782	Euarchontoglires	ortholog_one2one	78.0142	94.8276	100	0	0.0216	0.7406	1
ENSMUSG00000036712	ENSPPYG00000007344	CYLD	ENSPPYP00000008294	16	37786463	37844022	ENSMUSP00000147654	Euarchontoglires	ortholog_one2one	94.2408	94.1423	100	98.33	0.0286	0.4481	1
ENSMUSG00000022455	ENSPPYG00000011887		ENSPPYP00000013265	22	37271471	37299800	ENSMUSP00000023089	Euarchontoglires	ortholog_one2one	45.4039	61.0487	100	0	0.3071	0.5328	0
ENSMUSG00000042046	ENSPPYG00000000309	DSTYK	ENSPPYP00000000336	1	44987666	45056544	ENSMUSP00000035358	Euarchontoglires	ortholog_one2one	91.6936	91.4962	100	100	0.0443	0.4152	1
ENSMUSG00000059890	ENSPPYG00000003932	UBE4A	ENSPPYP00000004503	11	115299249	115352945	ENSMUSP00000112632	Euarchontoglires	ortholog_one2one	95.3917	96.5485	100	100	0.0138	0.3068	1
ENSMUSG00000103144	ENSPPYG00000015886	PCDHGA1	ENSPPYP00000017767	5	142845889	142848360	ENSMUSP00000142062	Euarchontoglires	ortholog_one2one	70.3545	79.5869	100	44.63	0.1254	0.7193	1
ENSMUSG00000034573	ENSPPYG00000014908	PTPN13	ENSPPYP00000016645	4	90437591	90678167	ENSMUSP00000048119	Euarchontoglires	ortholog_one2one	78.8658	79.6785	100	100	0.1115	0.6667	1
ENSMUSG00000051599	ENSPPYG00000015875	PCDHB2	ENSPPYP00000017758	5	142606779	142609175	ENSMUSP00000057921	Boreoeutheria	ortholog_one2one	75.3442	75.4386	75	NA	0.1466	0.6031	1
ENSMUSG00000033730	ENSPPYG00000018428	EGR3	ENSPPYP00000020651	8	22263809	22266368	ENSMUSP00000153491	Euarchontoglires	ortholog_one2one	98.9664	98.9664	100	100	0.0042	0.4139	1
ENSMUSG00000036144	ENSPPYG00000017769	MEOX2	ENSPPYP00000019917	7	69048231	69125500	ENSMUSP00000043587	Eutheria	ortholog_one2one	98.0198	98.0198	100	62.92	0.009	0.5755	1
ENSMUSG00000020261	ENSPPYG00000015965	SLC36A1	ENSPPYP00000017866	5	153513127	153558195	ENSMUSP00000104500	Eutheria	ortholog_one2one	85.8947	85.7143	100	0	0.0754	0.633	1
ENSMUSG00000044502	ENSPPYG00000016057		ENSPPYP00000017969	5	176287640	176297378	ENSMUSP00000056417	Boreoeutheria	ortholog_one2one	90.1734	55.1237	75	79.69	0.0466	0.6964	1
ENSMUSG00000027863	ENSPPYG00000000979	CD2	ENSPPYP00000001142	1	111387908	111402725	ENSMUSP00000029456	Euarchontoglires	ortholog_one2one	48.2558	47.2934	100	100	0.4492	0.8275	0
ENSMUSG00000034947	ENSPPYG00000008361	TMEM106A	ENSPPYP00000009399	17	46193037	46201914	ENSMUSP00000097971	Euarchontoglires	ortholog_one2one	64.3678	64.1221	100	100	0.2314	0.5661	1
ENSMUSG00000031428	ENSPPYG00000020662	ZCCHC12	ENSPPYP00000023130	X	117765009	117766217	ENSMUSP00000033804	Eutheria	ortholog_one2many	69.2112	67.6617	0	0	0.185	0.6736	0
ENSMUSG00000025139	ENSPPYG00000002898	TOLLIP	ENSPPYP00000003370	11	1059244	1100355	ENSMUSP00000001950	Eutheria	ortholog_one2one	91.6058	91.6058	100	100	0.0343	0.958	1
ENSMUSG00000028458	ENSPPYG00000019095		ENSPPYP00000021396	9	25951406	25954532	ENSMUSP00000050087	Euarchontoglires	ortholog_one2one	52.3126	88.8889	100	0	0.069	0.3691	1
ENSMUSG00000095304	ENSPPYG00000012750		ENSPPYP00000014226	2b	4109986	4112357	ENSMUSP00000056665	Euarchontoglires	ortholog_one2many	44.4444	64.8649	0	0	0.2816	0.8112	0
ENSMUSG00000027007	ENSPPYG00000012991	ITPRID2	ENSPPYP00000014512	2b	72267084	72348655	ENSMUSP00000107415	Euarchontoglires	ortholog_one2one	80.9904	79.7797	100	98.08	0.1151	0.6711	1
ENSMUSG00000019173	ENSPPYG00000008398	RAB5C	ENSPPYP00000009444	17	47291903	47322258	ENSMUSP00000019317	Euarchontoglires	ortholog_one2many	91.0256	98.6111	100	99.29	0.0064	0.4473	1
ENSMUSG00000019173	ENSPPYG00000002320		ENSPPYP00000002694	10	60762509	60763041	ENSMUSP00000019317	Euarchontoglires	ortholog_one2many	53.4188	78.6164	0	NA	0.1044	0.5973	0
ENSMUSG00000099840	ENSPPYG00000004876	SYCP3	ENSPPYP00000005566	12	103113009	103124170	ENSMUSP00000140850	Euarchontoglires	ortholog_one2many	28.3784	26.6949	0	NA	0.7172	2.1528	0
ENSMUSG00000049848	ENSPPYG00000010093	CEACAM19	ENSPPYP00000011292	19	45886672	45898089	ENSMUSP00000057433	Eutheria	ortholog_one2one	66.0517	60.2694	100	0	0.2305	0.5327	1
ENSMUSG00000026915	ENSPPYG00000019589	STRBP	ENSPPYP00000021950	9	119978690	120066061	ENSMUSP00000028279	Eutheria	ortholog_one2one	93.6012	94.0209	100	100	0.0395	0.3232	1
ENSMUSG00000044348	ENSPPYG00000020594	SLC25A53	ENSPPYP00000023050	X	102997506	102998429	ENSMUSP00000108692	Euarchontoglires	ortholog_one2one	78.0347	87.9479	75	0	0.0652	0.4709	1
ENSMUSG00000044408	ENSPPYG00000005733	SPTSSA	ENSPPYP00000006516	14	34171796	34199390	ENSMUSP00000053671	Eutheria	ortholog_one2one	98.5916	98.5916	100	100	0.0059	0.9437	1
ENSMUSG00000061292	ENSPPYG00000017390	CYP3A43	ENSPPYP00000019487	7	8807584	8846993	ENSMUSP00000049494	Euarchontoglires	ortholog_many2many	64.4135	64.2857	50	NA	0.2324	0.7958	0
ENSMUSG00000061292	ENSPPYG00000017387	CYP3A5	ENSPPYP00000019484	7	8558677	8726930	ENSMUSP00000049494	Euarchontoglires	ortholog_many2many	61.4314	70.068	50	NA	0.1852	0.658	0
ENSMUSG00000061292	ENSPPYG00000017389	CYP3A4	ENSPPYP00000019486	7	8757425	8784600	ENSMUSP00000049494	Euarchontoglires	ortholog_many2many	68.5885	68.5885	25	NA	0.1994	0.7044	0
ENSMUSG00000061292	ENSPPYG00000029547		ENSPPYP00000024366	7	8636841	8667413	ENSMUSP00000049494	Euarchontoglires	ortholog_many2many	65.6064	65.6064	50	NA	0.2235	0.712	0
ENSMUSG00000045689	ENSPPYG00000015877	PCDHB5	ENSPPYP00000017760	5	142646871	142649258	ENSMUSP00000059770	Boreoeutheria	ortholog_one2many	76.7857	75.7233	75	NA	0.1342	0.6857	1
ENSMUSG00000074442	ENSPPYG00000018324	DEFA6	ENSPPYP00000020532	8	7174540	7175772	ENSMUSP00000096495	Euarchontoglires	ortholog_many2many	39.7849	37	50	NA	0.5307	0.8859	0
ENSMUSG00000074442	ENSPPYG00000019025		ENSPPYP00000021326	8_random	9075309	9076836	ENSMUSP00000096495	Euarchontoglires	ortholog_many2many	33.3333	30.6931	50	NA	0.6516	0.7946	0
ENSMUSG00000074442	ENSPPYG00000018325	DEFA4	ENSPPYP00000020533	8	7185285	7186431	ENSMUSP00000096495	Euarchontoglires	ortholog_many2many	39.7849	38.1443	50	NA	0.6049	0.7538	0
ENSMUSG00000074442	ENSPPYG00000019005		ENSPPYP00000021313	8_random	2381548	2382980	ENSMUSP00000096495	Euarchontoglires	ortholog_many2many	36.5591	36.1702	50	NA	0.5858	0.9746	0
ENSMUSG00000074442	ENSPPYG00000029890		ENSPPYP00000024773	8	7227964	7234344	ENSMUSP00000096495	Euarchontoglires	ortholog_many2many	36.5591	35.7895	50	NA	0.6403	0.8091	0
ENSMUSG00000022309	ENSPPYG00000018817	ANGPT1	ENSPPYP00000021113	8	114066907	114323606	ENSMUSP00000022921	Eutheria	ortholog_one2one	97.3896	97.3896	100	100	0.012	0.3662	1
ENSMUSG00000025743	ENSPPYG00000001623		ENSPPYP00000001874	1	199415961	199426775	ENSMUSP00000065877	Euarchontoglires	ortholog_one2one	67.6471	83.9888	100	100	0.0993	0.5995	1
ENSMUSG00000041444	ENSPPYG00000004057		ENSPPYP00000004638	11	126085116	126288714	ENSMUSP00000133898	Euarchontoglires	ortholog_one2one	23.4083	91.7448	100	74.3	0.0426	0.5281	0
ENSMUSG00000053110	ENSPPYG00000003806		ENSPPYP00000004354	11	98472759	98596249	ENSMUSP00000069554	Amniota	ortholog_one2one	60.8607	91.1043	100	NA	0.0389	0.4626	1
ENSMUSG00000042642	ENSPPYG00000000767	FLAD1	ENSPPYP00000000889	1	96499668	96510036	ENSMUSP00000122252	Euarchontoglires	ortholog_one2one	89.6341	90	100	100	0.0565	0.4924	1
ENSMUSG00000030611	ENSPPYG00000006751	MRPS11	ENSPPYP00000007659	15	85122574	85133304	ENSMUSP00000032840	Euarchontoglires	ortholog_one2one	73.2984	72.1649	100	100	0.1655	0.4654	1
ENSMUSG00000031924	ENSPPYG00000007506	CYB5B	ENSPPYP00000008474	16	56837197	56880832	ENSMUSP00000034400	Eutheria	ortholog_one2one	73.9726	72	100	100	0.1529	0.579	1
ENSMUSG00000049265	ENSPPYG00000012574	KCNK3	ENSPPYP00000014042	2a	85412760	85454580	ENSMUSP00000098987	Euarchontoglires	ortholog_one2one	87.5306	90.8629	100	50	0.0367	0.8078	1
ENSMUSG00000029433	ENSPPYG00000005065		ENSPPYP00000005770	12	124540459	124561109	ENSMUSP00000107214	Euarchontoglires	ortholog_one2one	84.3882	83.682	75	100	0.0938	0.5501	1
ENSMUSG00000023909	ENSPPYG00000007021	PAQR4	ENSPPYP00000007943	16	3107878	3112089	ENSMUSP00000024702	Euarchontoglires	ortholog_one2one	96.337	96.337	100	100	0.0176	0.6252	1
ENSMUSG00000023995	ENSPPYG00000016585	TSPO2	ENSPPYP00000018550	6	41125750	41127334	ENSMUSP00000024794	Euarchontoglires	ortholog_one2one	66.6667	63.5294	100	0	0.2405	0.6318	1
ENSMUSG00000103092	ENSPPYG00000015868	PCDHA5	ENSPPYP00000017748	5	142314382	142316733	ENSMUSP00000142293	Euarchontoglires	ortholog_one2many	71.0921	84.6939	75	NA	0.0863	0.6449	1
ENSMUSG00000024843	ENSPPYG00000002974		ENSPPYP00000003449	11	8009993	8078974	ENSMUSP00000025760	Euarchontoglires	ortholog_one2one	70.8609	80.4511	100	0	0.1098	0.5685	1
ENSMUSG00000023908	ENSPPYG00000007022	PKMYT1	ENSPPYP00000007944	16	3107878	3119399	ENSMUSP00000024701	Euarchontoglires	ortholog_one2one	88.9796	87.3747	100	58.08	0.0555	0.6582	1
ENSMUSG00000029556	ENSPPYG00000005042		ENSPPYP00000005745	12	123208723	123229777	ENSMUSP00000031535	Boreoeutheria	ortholog_one2one	50.4777	91.3545	100	62.01	0.0358	1.005	1
ENSMUSG00000042138	ENSPPYG00000004021	MSANTD2	ENSPPYP00000004597	11	121729656	121764258	ENSMUSP00000043329	Euarchontoglires	ortholog_one2one	92.3077	96.0894	100	67.14	0.0161	0.2375	1
ENSMUSG00000026761	ENSPPYG00000012835	ORC4	ENSPPYP00000014327	2b	37350581	37446793	ENSMUSP00000028098	Euarchontoglires	ortholog_one2one	89.3764	88.7615	100	100	0.0537	0.4377	1
ENSMUSG00000021604	ENSPPYG00000015324	IRX4	ENSPPYP00000017118	5	1863310	1868900	ENSMUSP00000022095	Euarchontoglires	ortholog_one2one	79.4175	79.1103	100	100	0.0883	1.1274	1
ENSMUSG00000028641	ENSPPYG00000001464		ENSPPYP00000001695	1	187302432	187317835	ENSMUSP00000099723	Euarchontoglires	ortholog_one2one	67.9144	90.7143	75	75.26	0.0573	0.4762	1
ENSMUSG00000024619	ENSPPYG00000015944	CDX1	ENSPPYP00000017841	5	152122736	152140827	ENSMUSP00000025521	Euarchontoglires	ortholog_one2one	82.8358	83.7736	100	90.46	0.0846	0.7697	1
ENSMUSG00000030612	ENSPPYG00000006750	MRPL46	ENSPPYP00000007658	15	85114898	85122509	ENSMUSP00000032841	Euarchontoglires	ortholog_one2one	78.7986	79.9283	100	100	0.1232	0.4809	1
ENSMUSG00000020059	ENSPPYG00000004876	SYCP3	ENSPPYP00000005566	12	103113009	103124170	ENSMUSP00000020252	Euarchontoglires	ortholog_one2many	66.5354	71.6102	75	100	0.1744	0.2903	1
ENSMUSG00000043592	ENSPPYG00000016584	UNC5CL	ENSPPYP00000018549	6	41109985	41118182	ENSMUSP00000074159	Euarchontoglires	ortholog_one2one	84.556	84.556	100	0	0.0846	0.8285	1
ENSMUSG00000022359	ENSPPYG00000019969	WDYHV1	ENSPPYP00000022357	Un	9703359	9719690	ENSMUSP00000064622	Euarchontoglires	ortholog_one2one	72.7273	85.8757	0	96.95	0.0809	0.6028	1
ENSMUSG00000042993	ENSPPYG00000019155	IFNK	ENSPPYP00000021461	9	34229048	34229671	ENSMUSP00000054273	Euarchontoglires	ortholog_one2one	34.6734	33.3333	50	100	0.5907	0.5342	0
ENSMUSG00000078173	ENSPPYG00000000766	LENEP	ENSPPYP00000000888	1	96499052	96499237	ENSMUSP00000052968	Euarchontoglires	ortholog_one2one	80.3279	80.3279	100	100	0.1233	0.6145	1
ENSMUSG00000029175	ENSPPYG00000012573	SLC35F6	ENSPPYP00000014041	2a	85363533	85379873	ENSMUSP00000058680	Euarchontoglires	ortholog_one2one	87.3656	87.6011	100	100	0.0624	0.685	1
ENSMUSG00000079116	ENSPPYG00000018324	DEFA6	ENSPPYP00000020532	8	7174540	7175772	ENSMUSP00000106382	Euarchontoglires	ortholog_many2many	37.6344	35	25	NA	0.526	0.725	0
ENSMUSG00000079116	ENSPPYG00000019025		ENSPPYP00000021326	8_random	9075309	9076836	ENSMUSP00000106382	Euarchontoglires	ortholog_many2many	33.3333	30.6931	25	NA	0.6356	0.6734	0
ENSMUSG00000079116	ENSPPYG00000018325	DEFA4	ENSPPYP00000020533	8	7185285	7186431	ENSMUSP00000106382	Euarchontoglires	ortholog_many2many	34.4086	32.9897	25	NA	0.5787	0.6316	0
ENSMUSG00000079116	ENSPPYG00000019005		ENSPPYP00000021313	8_random	2381548	2382980	ENSMUSP00000106382	Euarchontoglires	ortholog_many2many	33.3333	32.9787	25	NA	0.5897	1.0513	0
ENSMUSG00000079116	ENSPPYG00000029890		ENSPPYP00000024773	8	7227964	7234344	ENSMUSP00000106382	Euarchontoglires	ortholog_many2many	34.4086	33.6842	25	NA	0.5991	0.7583	0
ENSMUSG00000073910	ENSPPYG00000019156	MOB3B	ENSPPYP00000021462	9	34224186	34435546	ENSMUSP00000100040	Euarchontoglires	ortholog_one2one	98.1481	98.1481	50	74.28	0.0083	0.628	0
ENSMUSG00000039087	ENSPPYG00000016204	RREB1	ENSPPYP00000024282	6	7317097	7466824	ENSMUSP00000115599	Euarchontoglires	ortholog_one2one	79.1334	79.6785	100	100	0.1083	0.8266	1
ENSMUSG00000039693	ENSPPYG00000019447	MSANTD3	ENSPPYP00000021791	9	96257867	96283572	ENSMUSP00000103332	Boreoeutheria	ortholog_one2one	96.3636	96.3636	100	0	0.0191	0.9964	1
