ensembl_gene_id	oanatinus_homolog_ensembl_gene	oanatinus_homolog_associated_gene_name	oanatinus_homolog_ensembl_peptide	oanatinus_homolog_chromosome	oanatinus_homolog_chrom_start	oanatinus_homolog_chrom_end	oanatinus_homolog_canonical_transcript_protein	oanatinus_homolog_subtype	oanatinus_homolog_orthology_type	oanatinus_homolog_perc_id	oanatinus_homolog_perc_id_r1	oanatinus_homolog_goc_score	oanatinus_homolog_wga_coverage	oanatinus_homolog_dn	oanatinus_homolog_ds	oanatinus_homolog_orthology_confidence
ENSMUSG00000063998	ENSOANG00000008363	ORNANAV1R3170	ENSOANP00000013289	Contig25961	586	1598	ENSMUSP00000154146	Mammalia	ortholog_many2many	38.5906	36.6242	25	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000010153		ENSOANP00000016092	Contig29349	8405	9344	ENSMUSP00000154146	Mammalia	ortholog_many2many	33.8926	33.1148	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008255	ORNANAV1R3157	ENSOANP00000013117	Contig23165	1079	2587	ENSMUSP00000154146	Mammalia	ortholog_many2many	37.5839	36.0129	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000020077		ENSOANP00000025491	Contig20336	8691	10070	ENSMUSP00000154146	Mammalia	ortholog_many2many	31.8792	34.1727	25	36.45	NA	NA	0
ENSMUSG00000063998	ENSOANG00000005201		ENSOANP00000008261	Contig30875	158	1100	ENSMUSP00000154146	Mammalia	ortholog_many2many	31.5436	32.526	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000001242		ENSOANP00000001975	Contig81366	234	1363	ENSMUSP00000154146	Mammalia	ortholog_many2many	39.5973	38.3117	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000021889		ENSOANP00000027905	Contig118180	2871	3745	ENSMUSP00000154146	Mammalia	ortholog_many2many	25.1678	38.2653	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000013470		ENSOANP00000021253	Contig21301	8984	12690	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.5705	32.2188	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000015245	ORNANAV1R3228	ENSOANP00000024002	Contig288296	143	1262	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.906	35.5482	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000013609		ENSOANP00000021465	Contig66994	108	3387	ENSMUSP00000154146	Mammalia	ortholog_many2many	37.9195	35.873	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008404		ENSOANP00000013353	Contig5319	11166	12826	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.5705	34.3042	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000007009	ORNANAV1R3109	ENSOANP00000027353	Contig13979	1058	3215	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.906	34.4051	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000009224		ENSOANP00000014687	Contig30974	714	2523	ENSMUSP00000154146	Mammalia	ortholog_many2many	38.9262	35.9133	25	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000006635		ENSOANP00000010575	Ultra117	29214	30994	ENSMUSP00000154146	Mammalia	ortholog_many2many	38.255	35.625	25	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000005645		ENSOANP00000008979	Contig21056	1480	3629	ENSMUSP00000154146	Mammalia	ortholog_many2many	29.1946	32.2222	0	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000002810		ENSOANP00000004470	Contig33430	2036	3238	ENSMUSP00000154146	Mammalia	ortholog_many2many	33.8926	32.4759	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000004539	ORNANAV1R3092	ENSOANP00000007197	Contig11187	2439	5482	ENSMUSP00000154146	Mammalia	ortholog_many2many	36.5772	34.6032	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000011734		ENSOANP00000018601	Ultra257	231483	232292	ENSMUSP00000154146	Mammalia	ortholog_many2many	34.2282	38.6364	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000004794		ENSOANP00000007585	Contig32158	1763	6879	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.2349	34.5395	50	0.47	NA	NA	0
ENSMUSG00000063998	ENSOANG00000021879		ENSOANP00000027893	Contig187751	5	935	ENSMUSP00000154146	Mammalia	ortholog_many2many	16.443	30.8176	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000002086		ENSOANP00000003312	Contig293690	218	977	ENSMUSP00000154146	Mammalia	ortholog_many2many	29.5302	35.3414	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000004280		ENSOANP00000006798	Contig110085	2309	3298	ENSMUSP00000154146	Mammalia	ortholog_many2many	34.2282	33.2248	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008845	ORNANAV1R3260	ENSOANP00000014082	Ultra257	255785	257425	ENSMUSP00000154146	Mammalia	ortholog_many2many	36.5772	35.1613	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000010011		ENSOANP00000015872	Ultra117	94398	96963	ENSMUSP00000154146	Mammalia	ortholog_many2many	34.5638	33.8816	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000021441		ENSOANP00000027301	Contig25322	13704	14797	ENSMUSP00000154146	Mammalia	ortholog_many2many	24.1611	35.468	25	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000013640		ENSOANP00000021526	Contig17278	8847	10766	ENSMUSP00000154146	Mammalia	ortholog_many2many	38.5906	36.9775	25	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000022333		ENSOANP00000028504	Contig13621	6952	9360	ENSMUSP00000154146	Mammalia	ortholog_many2many	29.8658	30.7958	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000012465	ORNANAV1R3152	ENSOANP00000019719	Contig22044	3915	5165	ENSMUSP00000154146	Mammalia	ortholog_many2many	38.5906	35.6037	25	36.25	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008980	ORNANAV1R3093	ENSOANP00000014299	Contig11500	9719	11232	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.2349	37.6344	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000003697		ENSOANP00000005861	Contig14392	12449	13373	ENSMUSP00000154146	Mammalia	ortholog_many2many	33.557	33.557	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000011781		ENSOANP00000018672	Contig11502	886	1846	ENSMUSP00000154146	Mammalia	ortholog_many2many	33.557	32.7869	0	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000004750		ENSOANP00000007521	Contig32751	4918	5569	ENSMUSP00000154146	Mammalia	ortholog_many2many	26.5101	37.0892	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008740	ORNANAV1R3144	ENSOANP00000013933	Contig20090	3778	5442	ENSMUSP00000154146	Mammalia	ortholog_many2many	34.8993	32.2981	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008641		ENSOANP00000013769	Contig37613	2739	4959	ENSMUSP00000154146	Mammalia	ortholog_many2many	36.5772	36.7003	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000012324		ENSOANP00000019502	Contig292825	145	984	ENSMUSP00000154146	Mammalia	ortholog_many2many	32.8859	38.7352	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000002140		ENSOANP00000003395	Contig13931	7202	8946	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.5705	36.1775	25	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008371		ENSOANP00000013303	Ultra257	92516	93867	ENSMUSP00000154146	Mammalia	ortholog_many2many	36.9128	38.0623	50	50	NA	NA	0
ENSMUSG00000063998	ENSOANG00000006245	ORNANAV1R3053	ENSOANP00000027512	Contig6380	472	2060	ENSMUSP00000154146	Mammalia	ortholog_many2many	38.5906	36.9775	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000008564		ENSOANP00000013635	Ultra173	369064	371031	ENSMUSP00000154146	Mammalia	ortholog_many2many	36.5772	35.2751	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000013870		ENSOANP00000021873	Contig23267	9356	11492	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.5705	36.0544	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000001019		ENSOANP00000001625	Contig42694	1828	2788	ENSMUSP00000154146	Mammalia	ortholog_many2many	33.8926	33.1148	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000020283		ENSOANP00000025767	Contig24680	4573	6380	ENSMUSP00000154146	Mammalia	ortholog_many2many	33.8926	35.4386	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000003703		ENSOANP00000005871	Contig10792	2241	3942	ENSMUSP00000154146	Mammalia	ortholog_many2many	36.9128	38.0623	75	96.43	NA	NA	0
ENSMUSG00000063998	ENSOANG00000015597	ORNANAV1R3169	ENSOANP00000024565	Contig25953	6387	7516	ENSMUSP00000154146	Mammalia	ortholog_many2many	38.5906	37.3377	75	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000012636		ENSOANP00000019983	Ultra257	280952	290529	ENSMUSP00000154146	Mammalia	ortholog_many2many	35.906	35.4305	0	23.53	NA	NA	0
ENSMUSG00000063998	ENSOANG00000022197		ENSOANP00000028315	Contig10809	18915	21642	ENSMUSP00000154146	Mammalia	ortholog_many2many	36.2416	36.8601	50	NA	NA	NA	0
ENSMUSG00000063998	ENSOANG00000013599		ENSOANP00000021446	Contig24859	4847	7248	ENSMUSP00000154146	Mammalia	ortholog_many2many	40.604	41.1565	25	NA	NA	NA	0
ENSMUSG00000045576	ENSOANG00000013889		ENSOANP00000021901	Contig9600	7412	18585	ENSMUSP00000058455	Mammalia	ortholog_one2many	34.8837	85.1528	0	66.78	NA	NA	0
ENSMUSG00000045576	ENSOANG00000022574		ENSOANP00000028829	Ultra269	278762	282395	ENSMUSP00000058455	Mammalia	ortholog_one2many	22.5403	95.4545	25	62.67	NA	NA	0
ENSMUSG00000020652	ENSOANG00000028712		ENSOANP00000031832	Contig28406	11590	13524	ENSMUSP00000119136	Euteleostomi	ortholog_one2one	16.1074	32.8767	25	50.28	NA	NA	0
ENSMUSG00000025215	ENSOANG00000007318	TLX1	ENSOANP00000011648	17	977111	986388	ENSMUSP00000026236	Mammalia	ortholog_one2one	71.4715	74.6081	75	53.53	NA	NA	1
ENSMUSG00000067768	ENSOANG00000029439		ENSOANP00000031861	Ultra443	2006471	2016540	ENSMUSP00000066171	Mammalia	ortholog_many2many	15.814	14.5299	50	NA	NA	NA	0
ENSMUSG00000067768	ENSOANG00000032000		ENSOANP00000030450	Ultra443	1984033	1999255	ENSMUSP00000066171	Mammalia	ortholog_many2many	16.2791	15.1515	25	0.61	NA	NA	0
ENSMUSG00000019027	ENSOANG00000031796		ENSOANP00000029865	Contig13609	763	18574	ENSMUSP00000043281	Mammalia	ortholog_one2one	9.62353	79.8828	0	51.59	NA	NA	0
ENSMUSG00000041740	ENSOANG00000003783		ENSOANP00000005997	Contig45319	974	4445	ENSMUSP00000107726	Mammalia	ortholog_one2many	20.7453	77.3148	0	NA	NA	NA	0
ENSMUSG00000041740	ENSOANG00000001790		ENSOANP00000002846	Contig2701	25586	52837	ENSMUSP00000107726	Mammalia	ortholog_one2many	76.5217	64.0333	50	61.61	NA	NA	0
ENSMUSG00000028944	ENSOANG00000006167	PRKAG2	ENSOANP00000009864	Ultra274	14574626	14695919	ENSMUSP00000030784	Mammalia	ortholog_one2one	54.2403	61.8952	100	50.1	NA	NA	1
ENSMUSG00000041078	ENSOANG00000014787		ENSOANP00000023292	3	46041496	46432982	ENSMUSP00000044009	Mammalia	ortholog_one2one	75.5203	90.4988	25	91.34	NA	NA	1
ENSMUSG00000025855	ENSOANG00000006998		ENSOANP00000011151	2	9690822	9922580	ENSMUSP00000026973	Vertebrata	ortholog_one2many	78.4777	83.7535	75	12.44	NA	NA	1
ENSMUSG00000025855	ENSOANG00000006549		ENSOANP00000010451	Contig10427	20689	20865	ENSMUSP00000026973	Vertebrata	ortholog_one2many	11.2861	72.8814	0	100	NA	NA	0
ENSMUSG00000034486	ENSOANG00000003380	GBX2	ENSOANP00000005364	Ultra197	524254	528936	ENSMUSP00000048508	Amniota	ortholog_one2one	86.7816	87.7907	75	100	NA	NA	1
ENSMUSG00000030654	ENSOANG00000012228		ENSOANP00000019349	2	36623927	36653410	ENSMUSP00000032888	Mammalia	ortholog_one2one	64.532	49.0637	25	46.31	NA	NA	0
ENSMUSG00000028457	ENSOANG00000028675		ENSOANP00000030375	Contig42759	21	3219	ENSMUSP00000103575	Mammalia	ortholog_one2one	6.42435	54.6763	0	57.35	NA	NA	0
ENSMUSG00000034898	ENSOANG00000001298		ENSOANP00000002072	Ultra483	2550102	2641378	ENSMUSP00000091329	Mammalia	ortholog_one2one	78.8303	83.0729	50	14.8	NA	NA	0
ENSMUSG00000035020	ENSOANG00000006916	EPGN	ENSOANP00000011020	Ultra362	525649	527864	ENSMUSP00000046987	Mammalia	ortholog_one2one	51.3158	68.4211	100	56.82	NA	NA	1
ENSMUSG00000027374	ENSOANG00000029479		ENSOANP00000032100	Contig19065	5373	7415	ENSMUSP00000028852	Mammalia	ortholog_one2one	22.9167	65.5629	0	62.22	NA	NA	0
ENSMUSG00000031818	ENSOANG00000003744	COX4I1	ENSOANP00000005940	Ultra78	24700	29931	ENSMUSP00000138019	Mammalia	ortholog_one2one	79.2899	79.2899	50	100	NA	NA	1
ENSMUSG00000071490	ENSOANG00000021437		ENSOANP00000027296	Contig21464	813	2146	ENSMUSP00000093655	Mammalia	ortholog_many2many	16.8067	31.0881	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000003580		ENSOANP00000005677	Ultra117	133724	135091	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.1709	33.1058	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000003558		ENSOANP00000005640	Contig135092	12	926	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.2913	33.1148	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000004233	ORNANAV1R3139	ENSOANP00000006725	Contig19010	5140	8303	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.1317	33.5484	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000013106		ENSOANP00000020712	Contig43632	417	3470	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.1317	33.657	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000002824	ORNANAV1R3133	ENSOANP00000004489	Contig17477	6062	7327	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.7311	31.7308	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000002811	ORNANAV1R3233	ENSOANP00000004471	Ultra117	65623	68348	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.972	34.2949	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000012508		ENSOANP00000019786	Contig35757	4224	5166	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.451	32.1311	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000014331		ENSOANP00000022585	Contig6385	14881	16122	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.3305	33.5714	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000005737		ENSOANP00000009137	Contig48587	2744	3781	ENSMUSP00000093655	Mammalia	ortholog_many2many	25.4902	36.8421	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000002029		ENSOANP00000003214	6	10545880	10548526	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.8515	34.106	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000014616	ORNANAV1R3148	ENSOANP00000023024	Contig20803	328	2966	ENSMUSP00000093655	Mammalia	ortholog_many2many	31.0924	34.2593	75	42.87	NA	NA	0
ENSMUSG00000071490	ENSOANG00000013337		ENSOANP00000021055	Ultra257	141162	144582	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.8515	31.7901	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000006714		ENSOANP00000010720	Ultra211	111508	112845	ENSMUSP00000093655	Mammalia	ortholog_many2many	30.8123	35.4839	50	7.1	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008133		ENSOANP00000012925	Contig75711	111	794	ENSMUSP00000093655	Mammalia	ortholog_many2many	22.9692	38.1395	25	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000006494	ORNANAV1R3227	ENSOANP00000010368	Contig190794	238	1161	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.4118	34.0909	50	23	NA	NA	0
ENSMUSG00000071490	ENSOANG00000012693	ORNANAV1R3217	ENSOANP00000020075	Contig57739	180	1332	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.1317	34.0984	0	36.17	NA	NA	0
ENSMUSG00000071490	ENSOANG00000003548	ORNANAV1R3153	ENSOANP00000005623	Contig22226	1810	3418	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.4118	34.7682	50	28.15	NA	NA	0
ENSMUSG00000071490	ENSOANG00000021912		ENSOANP00000027935	Contig38347	3198	5932	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.451	36.1624	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000000435	ORNANAV1R3163	ENSOANP00000028988	Contig24139	2743	4304	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.4118	33.0189	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000020924		ENSOANP00000026626	Contig16414	11608	13564	ENSMUSP00000093655	Mammalia	ortholog_many2many	19.6078	31.1111	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000004995		ENSOANP00000007919	Contig28326	4436	5326	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.2913	35.0694	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000012727		ENSOANP00000020140	Contig17552	7394	9645	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.1709	28.2799	25	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000003332		ENSOANP00000005289	Contig21446	1169	4017	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.0112	33.3333	25	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008370		ENSOANP00000013301	Ultra257	103555	104835	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.2913	33.4437	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000003995	ORNANAV1R3138	ENSOANP00000006326	Contig18184	7699	8828	ENSMUSP00000093655	Mammalia	ortholog_many2many	30.8123	35.7143	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008363	ORNANAV1R3170	ENSOANP00000013289	Contig25961	586	1598	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.8515	32.8025	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000010153		ENSOANP00000016092	Contig29349	8405	9344	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.6106	31.1475	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008255	ORNANAV1R3157	ENSOANP00000013117	Contig23165	1079	2587	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.8515	33.119	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000020077		ENSOANP00000025491	Contig20336	8691	10070	ENSMUSP00000093655	Mammalia	ortholog_many2many	25.4902	32.7338	0	36.45	NA	NA	0
ENSMUSG00000071490	ENSOANG00000005201		ENSOANP00000008261	Contig30875	158	1100	ENSMUSP00000093655	Mammalia	ortholog_many2many	24.3697	30.1038	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000001242		ENSOANP00000001975	Contig81366	234	1363	ENSMUSP00000093655	Mammalia	ortholog_many2many	30.5322	35.3896	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000021889		ENSOANP00000027905	Contig118180	2871	3745	ENSMUSP00000093655	Mammalia	ortholog_many2many	18.7675	34.1837	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000013470		ENSOANP00000021253	Contig21301	8984	12690	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.7311	30.0912	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000015245	ORNANAV1R3228	ENSOANP00000024002	Contig288296	143	1262	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.451	32.5581	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000013609		ENSOANP00000021465	Contig66994	108	3387	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.6919	33.6508	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008404		ENSOANP00000013353	Contig5319	11166	12826	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.0112	32.3625	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000007009	ORNANAV1R3109	ENSOANP00000027353	Contig13979	1058	3215	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.0112	32.1543	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000009224		ENSOANP00000014687	Contig30974	714	2523	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.8515	31.8885	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000006635		ENSOANP00000010575	Ultra117	29214	30994	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.6919	33.125	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000005645		ENSOANP00000008979	Contig21056	1480	3629	ENSMUSP00000093655	Mammalia	ortholog_many2many	23.2493	30.7407	25	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000002810		ENSOANP00000004470	Contig33430	2036	3238	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.451	31.5113	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000004539	ORNANAV1R3092	ENSOANP00000007197	Contig11187	2439	5482	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.4118	33.3333	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000011734		ENSOANP00000018601	Ultra257	231483	232292	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.6106	35.9848	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000004794		ENSOANP00000007585	Contig32158	1763	6879	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.0112	32.8947	75	0.47	NA	NA	0
ENSMUSG00000071490	ENSOANG00000021879		ENSOANP00000027893	Contig187751	5	935	ENSMUSP00000093655	Mammalia	ortholog_many2many	14.2857	32.0755	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000002086		ENSOANP00000003312	Contig293690	218	977	ENSMUSP00000093655	Mammalia	ortholog_many2many	21.5686	30.9237	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000004280		ENSOANP00000006798	Contig110085	2309	3298	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.0504	30.2932	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008845	ORNANAV1R3260	ENSOANP00000014082	Ultra257	255785	257425	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.2913	32.5806	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000010011		ENSOANP00000015872	Ultra117	94398	96963	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.8908	31.5789	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000021441		ENSOANP00000027301	Contig25322	13704	14797	ENSMUSP00000093655	Mammalia	ortholog_many2many	19.888	34.9754	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000013640		ENSOANP00000021526	Contig17278	8847	10766	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.1317	33.4405	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000022333		ENSOANP00000028504	Contig13621	6952	9360	ENSMUSP00000093655	Mammalia	ortholog_many2many	22.409	27.6817	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000012465	ORNANAV1R3152	ENSOANP00000019719	Contig22044	3915	5165	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.2913	31.2694	0	36.25	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008980	ORNANAV1R3093	ENSOANP00000014299	Contig11500	9719	11232	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.0112	35.8423	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000003697		ENSOANP00000005861	Contig14392	12449	13373	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.8908	32.2148	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000011781		ENSOANP00000018672	Contig11502	886	1846	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.3305	30.8197	25	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000004750		ENSOANP00000007521	Contig32751	4918	5569	ENSMUSP00000093655	Mammalia	ortholog_many2many	21.8487	36.6197	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008740	ORNANAV1R3144	ENSOANP00000013933	Contig20090	3778	5442	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.5714	31.677	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008641		ENSOANP00000013769	Contig37613	2739	4959	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.7311	33.3333	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000012324		ENSOANP00000019502	Contig292825	145	984	ENSMUSP00000093655	Mammalia	ortholog_many2many	24.3697	34.3874	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000002140		ENSOANP00000003395	Contig13931	7202	8946	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.451	33.4471	0	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008371		ENSOANP00000013303	Ultra257	92516	93867	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.6919	36.6782	0	50	NA	NA	0
ENSMUSG00000071490	ENSOANG00000006245	ORNANAV1R3053	ENSOANP00000027512	Contig6380	472	2060	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.6919	34.0836	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000008564		ENSOANP00000013635	Ultra173	369064	371031	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.8908	31.068	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000013870		ENSOANP00000021873	Contig23267	9356	11492	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.6106	32.3129	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000001019		ENSOANP00000001625	Contig42694	1828	2788	ENSMUSP00000093655	Mammalia	ortholog_many2many	26.6106	31.1475	75	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000020283		ENSOANP00000025767	Contig24680	4573	6380	ENSMUSP00000093655	Mammalia	ortholog_many2many	24.93	31.2281	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000003703		ENSOANP00000005871	Contig10792	2241	3942	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.1317	35.9862	50	47.37	NA	NA	0
ENSMUSG00000071490	ENSOANG00000015597	ORNANAV1R3169	ENSOANP00000024565	Contig25953	6387	7516	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.4118	34.0909	50	NA	NA	NA	0
ENSMUSG00000071490	ENSOANG00000012636		ENSOANP00000019983	Ultra257	280952	290529	ENSMUSP00000093655	Mammalia	ortholog_many2many	27.451	32.4503	25	23.53	NA	NA	0
ENSMUSG00000071490	ENSOANG00000022197		ENSOANP00000028315	Contig10809	18915	21642	ENSMUSP00000093655	Mammalia	ortholog_many2many	28.8515	35.1536	75	NA	NA	NA	0
