ensembl_gene_id	ggallus_homolog_ensembl_gene	ggallus_homolog_associated_gene_name	ggallus_homolog_ensembl_peptide	ggallus_homolog_chromosome	ggallus_homolog_chrom_start	ggallus_homolog_chrom_end	ggallus_homolog_canonical_transcript_protein	ggallus_homolog_subtype	ggallus_homolog_orthology_type	ggallus_homolog_perc_id	ggallus_homolog_perc_id_r1	ggallus_homolog_goc_score	ggallus_homolog_wga_coverage	ggallus_homolog_dn	ggallus_homolog_ds	ggallus_homolog_orthology_confidence
ENSMUSG00000060475	ENSGALG00000011660	WTAP	ENSGALP00000019038	3	45752589	45772323	ENSMUSP00000124205	Euteleostomi	ortholog_one2one	92.1717	92.1717	0	100	NA	NA	1
ENSMUSG00000030980	ENSGALG00000002042		ENSGALP00000029151	14	14704144	14714295	ENSMUSP00000102160	Amniota	ortholog_one2one	15.9774	44.5026	75	100	NA	NA	0
ENSMUSG00000041638	ENSGALG00000007276	GCN1	ENSGALP00000011775	15	9486198	9524437	ENSMUSP00000069432	Amniota	ortholog_one2one	83.8637	84.3691	100	100	NA	NA	1
ENSMUSG00000075552	ENSGALG00000004449	CYP3A5	ENSGALP00000007068	14	3928052	3937393	ENSMUSP00000075234	Euteleostomi	ortholog_one2many	56.5476	56.1024	50	38.92	NA	NA	1
ENSMUSG00000009772	ENSGALG00000036616	NUAK2	ENSGALP00000048988	26	2074752	2082974	ENSMUSP00000072039	Amniota	ortholog_one2one	62.5978	62.2084	100	76.53	NA	NA	1
ENSMUSG00000071547	ENSGALG00000035596	NT5DC2	ENSGALP00000052791	12	688257	712926	ENSMUSP00000087680	Sarcopterygii	ortholog_one2one	85.3846	58.2168	100	100	NA	NA	1
ENSMUSG00000026944	ENSGALG00000036894	ABCA2	ENSGALP00000050235	17	910977	933990	ENSMUSP00000099983	Amniota	ortholog_one2one	78.9149	79.3716	50	70.44	NA	NA	1
ENSMUSG00000079043	ENSGALG00000045410	FASTKD5	ENSGALP00000063171	4	89236876	89239329	ENSMUSP00000105891	Amniota	ortholog_one2one	43.9901	43.4517	100	95.81	NA	NA	1
ENSMUSG00000053461	ENSGALG00000045729	HHIPL2	ENSGALP00000063933	3	18083931	18098827	ENSMUSP00000070719	Amniota	ortholog_one2one	65.6904	61.5686	100	81.39	NA	NA	1
ENSMUSG00000027300	ENSGALG00000035134	UBOX5	ENSGALP00000049779	4	89228755	89234403	ENSMUSP00000028761	Amniota	ortholog_one2one	57.6994	58.2397	100	97.6	NA	NA	1
ENSMUSG00000048155	ENSGALG00000031804		ENSGALP00000057898	2	144452	146411	ENSMUSP00000055261	Vertebrata	ortholog_one2one	22.3214	37.594	0	NA	NA	NA	0
ENSMUSG00000028156	ENSGALG00000042112	EIF4E	ENSGALP00000054861	4	60278552	60297364	ENSMUSP00000029803	Amniota	ortholog_one2one	94.47	94.47	100	71.43	NA	NA	1
ENSMUSG00000010142	ENSGALG00000024122	TNFRSF13B	ENSGALP00000039951	14	4680386	4683518	ENSMUSP00000010286	Amniota	ortholog_one2one	25.3012	24.3243	25	50	NA	NA	0
ENSMUSG00000052917	ENSGALG00000044642	SENP7	ENSGALP00000064367	1	85260937	85295806	ENSMUSP00000086779	Amniota	ortholog_one2one	40.9836	40.5148	100	12.09	NA	NA	1
ENSMUSG00000075256	ENSGALG00000008910	CERKL	ENSGALP00000014475	7	14320425	14369336	ENSMUSP00000114325	Amniota	ortholog_one2one	56.1905	55.2434	100	91.39	NA	NA	1
ENSMUSG00000031662	ENSGALG00000038374	SNX20	ENSGALP00000047830	11	6298048	6308951	ENSMUSP00000034087	Amniota	ortholog_one2one	48.2428	46.319	100	50	NA	NA	1
ENSMUSG00000060579	ENSGALG00000007172	FHIT	ENSGALP00000011600	12	12184099	12313678	ENSMUSP00000124017	Amniota	ortholog_one2one	38.4977	71.3043	100	69.24	NA	NA	1
ENSMUSG00000021188	ENSGALG00000010763	TRIP11	ENSGALP00000017481	5	44582962	44610633	ENSMUSP00000021605	Amniota	ortholog_one2one	64.2206	64.0909	100	100	NA	NA	1
ENSMUSG00000099925	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000139992	Amniota	ortholog_one2many	28.8288	26.8908	50	NA	NA	NA	1
ENSMUSG00000030271	ENSGALG00000006651	OGG1	ENSGALP00000010744	12	11497919	11499883	ENSMUSP00000032406	Amniota	ortholog_one2one	52.7536	55.3191	100	100	NA	NA	1
ENSMUSG00000054871	ENSGALG00000029391		ENSGALP00000047160	AADN04010373.1	3101	4000	ENSMUSP00000069161	Amniota	ortholog_one2many	58.3916	55.8528	0	NA	NA	NA	0
ENSMUSG00000054871	ENSGALG00000034326		ENSGALP00000051812	2	43188628	43189527	ENSMUSP00000069161	Amniota	ortholog_one2many	58.3916	55.8528	100	100	NA	NA	1
ENSMUSG00000003545	ENSGALG00000041280	FOSB	ENSGALP00000043771	KQ759568.1	20443	25780	ENSMUSP00000003640	Sarcopterygii	ortholog_one2one	61.2426	67.6471	0	100	NA	NA	1
ENSMUSG00000013155	ENSGALG00000001204	ENKD1	ENSGALP00000001821	11	648321	653717	ENSMUSP00000013299	Amniota	ortholog_one2one	58.0925	54.3243	50	96.45	NA	NA	1
ENSMUSG00000035311	ENSGALG00000012763	GNPTAB	ENSGALP00000020797	1	55573823	55614936	ENSMUSP00000020251	Amniota	ortholog_one2one	75.0607	73.9824	50	100	NA	NA	1
ENSMUSG00000075551	ENSGALG00000004449	CYP3A5	ENSGALP00000007068	14	3928052	3937393	ENSMUSP00000091659	Euteleostomi	ortholog_one2many	56.5476	56.1024	50	38.97	NA	NA	1
ENSMUSG00000020601	ENSGALG00000016457	TRIB2	ENSGALP00000036105	3	98314008	98334982	ENSMUSP00000020922	Amniota	ortholog_one2one	94.7522	94.7522	100	100	NA	NA	1
ENSMUSG00000042286	ENSGALG00000043795		ENSGALP00000058276	AADN04011059.1	914	8142	ENSMUSP00000046199	Euteleostomi	ortholog_one2many	5.95099	42.8571	0	NA	NA	NA	0
ENSMUSG00000042286	ENSGALG00000043672		ENSGALP00000047732	12	640217	687795	ENSMUSP00000046199	Euteleostomi	ortholog_one2many	46.7522	47.3975	100	33.46	NA	NA	1
ENSMUSG00000030272	ENSGALG00000029912	CAMK1	ENSGALP00000054263	12	11500177	11502890	ENSMUSP00000032409	Amniota	ortholog_one2one	83.1551	84.7411	100	100	NA	NA	1
ENSMUSG00000062296	ENSGALG00000037629	TRANK1	ENSGALP00000052946	2	46111553	46150879	ENSMUSP00000077697	Amniota	ortholog_one2one	36.9456	57.3202	75	61.21	NA	NA	1
ENSMUSG00000031666	ENSGALG00000003663	RBL2	ENSGALP00000055857	11	5094101	5112494	ENSMUSP00000034091	Amniota	ortholog_one2many	73.2159	66.0048	100	100	NA	NA	1
ENSMUSG00000031666	ENSGALG00000033659		ENSGALP00000053169	AADN04006243.1	6022	11620	ENSMUSP00000034091	Amniota	ortholog_one2many	33.1278	72.7273	0	NA	NA	NA	0
ENSMUSG00000009646	ENSGALG00000004332	PLA2G12B	ENSGALP00000006895	6	11216711	11225945	ENSMUSP00000009790	Amniota	ortholog_one2one	74.8718	72.6368	75	100	NA	NA	1
ENSMUSG00000037336	ENSGALG00000016498	MFSD2B	ENSGALP00000026564	3	104544323	104575302	ENSMUSP00000045315	Amniota	ortholog_one2one	53.2389	51.4677	100	100	NA	NA	1
ENSMUSG00000025702	ENSGALG00000005867	MARCH8	ENSGALP00000009416	6	17666577	17751971	ENSMUSP00000098594	Amniota	ortholog_one2one	83.9161	42.2535	75	86.78	NA	NA	1
ENSMUSG00000030465	ENSGALG00000015428		ENSGALP00000052550	Z	54574433	54695402	ENSMUSP00000096293	Euteleostomi	ortholog_one2one	55.8765	55.1622	0	68.92	NA	NA	1
ENSMUSG00000042243	ENSGALG00000012610	CTSV	ENSGALP00000020559	Z	41408607	41414029	ENSMUSP00000026078	Vertebrata	ortholog_one2many	61.8182	57.7904	25	91.53	NA	NA	1
ENSMUSG00000009079	ENSGALG00000008149	EWSR1	ENSGALP00000055117	15	11217212	11239199	ENSMUSP00000078867	Amniota	ortholog_one2one	87.0229	77.551	50	83.29	NA	NA	1
ENSMUSG00000042581	ENSGALG00000012362	THSD7B	ENSGALP00000020164	7	31073812	31346787	ENSMUSP00000073220	Amniota	ortholog_one2one	48.1021	60.675	50	99.9	NA	NA	1
ENSMUSG00000034918	ENSGALG00000003285	CDHR2	ENSGALP00000005187	13	10365016	10375987	ENSMUSP00000043596	Amniota	ortholog_one2one	46.0245	46.0245	100	83.99	NA	NA	1
ENSMUSG00000034701	ENSGALG00000008908	NEUROD1	ENSGALP00000014468	7	14310817	14312671	ENSMUSP00000040364	Amniota	ortholog_one2one	78.4314	78.4314	100	99.57	NA	NA	1
ENSMUSG00000028360	ENSGALG00000011379	SLC44A5	ENSGALP00000018540	8	29831798	29884544	ENSMUSP00000087394	Amniota	ortholog_one2one	55.6338	55.2448	100	30.12	NA	NA	1
ENSMUSG00000026826	ENSGALG00000012538	NR4A2	ENSGALP00000045525	7	36220884	36228064	ENSMUSP00000028166	Amniota	ortholog_one2one	94.6488	93.5537	100	63.64	NA	NA	1
ENSMUSG00000021711	ENSGALG00000014767	TRAPPC13	ENSGALP00000023772	Z	20606754	20631229	ENSMUSP00000022224	Amniota	ortholog_one2one	93.5407	93.5407	100	100	NA	NA	1
ENSMUSG00000046709	ENSGALG00000011109	MAPK10	ENSGALP00000057620	4	46251251	46350676	ENSMUSP00000108468	Amniota	ortholog_one2one	97.8448	97.8448	0	100	NA	NA	1
ENSMUSG00000036395	ENSGALG00000001604	GLB1L2	ENSGALP00000058386	24	2568408	2587817	ENSMUSP00000047128	Amniota	ortholog_one2one	60.7362	60.3659	0	38.02	NA	NA	0
ENSMUSG00000032358	ENSGALG00000016299	FAM83B	ENSGALP00000026244	3	88024634	88068395	ENSMUSP00000139354	Amniota	ortholog_one2one	62.4506	61.4189	100	100	NA	NA	1
ENSMUSG00000026109	ENSGALG00000007759	TMEFF2	ENSGALP00000012565	7	8252214	8335608	ENSMUSP00000080533	Amniota	ortholog_one2one	54.2781	88.6463	100	66.49	NA	NA	1
ENSMUSG00000054417	ENSGALG00000004449	CYP3A5	ENSGALP00000007068	14	3928052	3937393	ENSMUSP00000069932	Euteleostomi	ortholog_one2many	55.5556	55.1181	50	35.95	NA	NA	1
ENSMUSG00000045591	ENSGALG00000013862	OLIG3	ENSGALP00000061392	3	54871262	54872083	ENSMUSP00000057106	Amniota	ortholog_one2one	84.2491	88.1226	100	100	NA	NA	1
ENSMUSG00000013150	ENSGALG00000001201	GFOD2	ENSGALP00000039601	11	639659	645158	ENSMUSP00000013294	Sarcopterygii	ortholog_one2one	59.4805	81.7857	50	100	NA	NA	1
ENSMUSG00000068323	ENSGALG00000032146	SLC4A5	ENSGALP00000052334	22	2895458	2913802	ENSMUSP00000041007	Amniota	ortholog_one2one	80.2198	75.8979	50	95.1	NA	NA	1
ENSMUSG00000023000	ENSGALG00000031707	DHH	ENSGALP00000054006	33	567379	568917	ENSMUSP00000023737	Amniota	ortholog_one2one	56.3131	71.7042	100	100	NA	NA	1
ENSMUSG00000070644	ENSGALG00000000557	ETNK2	ENSGALP00000000772	26	1706580	1713414	ENSMUSP00000114272	Amniota	ortholog_one2one	60.5195	59.7436	100	70.72	NA	NA	1
ENSMUSG00000025464	ENSGALG00000003557	PAOX	ENSGALP00000005619	6	9413043	9422083	ENSMUSP00000026537	Amniota	ortholog_one2one	55.9524	55.9524	25	52.92	NA	NA	1
ENSMUSG00000049307	ENSGALG00000022718	FUT4	ENSGALP00000015942	1	185674161	185675231	ENSMUSP00000053027	Amniota	ortholog_one2one	45.9584	55.8989	100	100	NA	NA	1
ENSMUSG00000037172	ENSGALG00000012874	KIAA1147	ENSGALP00000020971	1	57369059	57379716	ENSMUSP00000045103	Amniota	ortholog_one2one	79.2839	69.8198	100	100	NA	NA	1
ENSMUSG00000000001	ENSGALG00000041700	GNAI3	ENSGALP00000050903	26	1230160	1242790	ENSMUSP00000000001	Amniota	ortholog_one2one	97.1751	97.1751	100	100	NA	NA	1
ENSMUSG00000038205	ENSGALG00000001678	PRKAB2	ENSGALP00000052141	8	4300210	4334287	ENSMUSP00000036410	Amniota	ortholog_one2one	87.8229	86.8613	75	100	NA	NA	1
ENSMUSG00000056728	ENSGALG00000012610	CTSV	ENSGALP00000020559	Z	41408607	41414029	ENSMUSP00000036801	Vertebrata	ortholog_one2many	60.7251	56.9405	25	50	NA	NA	1
ENSMUSG00000030214	ENSGALG00000029583	PLBD1	ENSGALP00000046460	1	48929924	48958286	ENSMUSP00000032336	Amniota	ortholog_one2one	62.9091	66.9246	50	51.86	NA	NA	1
ENSMUSG00000043760	ENSGALG00000042136	PKHD1	ENSGALP00000048839	3	108086835	108304491	ENSMUSP00000085794	Amniota	ortholog_one2one	43.3604	46.672	100	97.7	NA	NA	1
ENSMUSG00000071262	ENSGALG00000011878	TCF20	ENSGALP00000019357	1	49309337	49424563	ENSMUSP00000124930	Amniota	ortholog_one2many	50.97	14.8892	0	51.62	NA	NA	0
ENSMUSG00000020057	ENSGALG00000012761	DRAM1	ENSGALP00000020794	1	55547853	55561586	ENSMUSP00000020249	Amniota	ortholog_one2one	70.5882	66.9323	75	100	NA	NA	1
ENSMUSG00000070576	ENSGALG00000026119	MN1	ENSGALP00000040989	15	7538257	7568420	ENSMUSP00000092034	Amniota	ortholog_one2one	33.9244	63.0373	100	53.02	NA	NA	1
ENSMUSG00000025465	ENSGALG00000024271	ECHS1	ENSGALP00000040189	6	9406585	9408520	ENSMUSP00000026538	Amniota	ortholog_one2one	71.0345	68.4385	75	24.71	NA	NA	1
ENSMUSG00000040907	ENSGALG00000040757		ENSGALP00000046871	AADN04009784.1	4264	7144	ENSMUSP00000079691	Amniota	ortholog_one2one	10.464	79.1045	0	0.19	NA	NA	0
ENSMUSG00000037703	ENSGALG00000016001	LZTS3	ENSGALP00000047124	4	89251924	89258225	ENSMUSP00000037109	Sarcopterygii	ortholog_one2one	54.2857	57.4887	100	60.21	NA	NA	1
ENSMUSG00000102918	ENSGALG00000028565	PCDHGC3	ENSGALP00000043201	13	1828640	1876670	ENSMUSP00000076085	Amniota	ortholog_one2one	61.9914	62.0579	50	99.77	NA	NA	1
ENSMUSG00000005198	ENSGALG00000032698		ENSGALP00000047363	KQ759409.1	13609	18212	ENSMUSP00000050771	Euteleostomi	ortholog_one2one	7.1066	72.5389	0	52.09	NA	NA	0
ENSMUSG00000031538	ENSGALG00000003709	PLAT	ENSGALP00000005876	22	2738388	2750600	ENSMUSP00000033941	Amniota	ortholog_one2one	59.034	59.1398	100	50	NA	NA	1
ENSMUSG00000018509	ENSGALG00000004503		ENSGALP00000058113	19	6576258	6579271	ENSMUSP00000018653	Amniota	ortholog_one2one	39.6825	54.9451	100	100	NA	NA	1
ENSMUSG00000043670	ENSGALG00000026955	DIRAS1	ENSGALP00000043130	28	3289608	3290204	ENSMUSP00000055605	Amniota	ortholog_one2one	90.404	90.404	100	100	NA	NA	1
ENSMUSG00000024300	ENSGALG00000001571	MYO1F	ENSGALP00000002385	28	1741275	1754399	ENSMUSP00000084887	Amniota	ortholog_one2one	83.0601	82.9845	75	93.31	NA	NA	1
ENSMUSG00000110092	ENSGALG00000031385		ENSGALP00000049214	AADN04000541.1	280025	280657	ENSMUSP00000147565	Amniota	ortholog_one2one	7.14286	10.4762	0	NA	NA	NA	0
ENSMUSG00000087141	ENSGALG00000015375	PLCXD2	ENSGALP00000024760	1	88425958	88430283	ENSMUSP00000114852	Amniota	ortholog_one2one	67.0588	73.0769	75	50	NA	NA	1
ENSMUSG00000046822	ENSGALG00000020582	SLC39A3	ENSGALP00000032253	28	3284134	3285603	ENSMUSP00000113147	Amniota	ortholog_one2one	71.9243	72.381	100	100	NA	NA	1
ENSMUSG00000026617	ENSGALG00000009576	BPNT1	ENSGALP00000062709	3	18827463	18843109	ENSMUSP00000147674	Amniota	ortholog_one2one	75.8514	79.8046	100	100	NA	NA	1
ENSMUSG00000024858	ENSGALG00000042741	GRK2	ENSGALP00000044108	AADN04000612.1	37513	43070	ENSMUSP00000086114	Amniota	ortholog_one2one	91.8723	92.0058	100	100	NA	NA	1
ENSMUSG00000066235	ENSGALG00000011518	POMGNT2	ENSGALP00000018758	2	41282455	41284188	ENSMUSP00000149077	Euteleostomi	ortholog_one2one	78.9655	79.3761	75	100	NA	NA	1
ENSMUSG00000033149	ENSGALG00000015377	PHLDB2	ENSGALP00000024765	1	88509484	88552963	ENSMUSP00000075672	Euteleostomi	ortholog_one2one	46.467	84.3794	100	99.58	NA	NA	1
ENSMUSG00000028214	ENSGALG00000032506	GEM	ENSGALP00000052355	2	126585920	126594298	ENSMUSP00000103939	Tetrapoda	ortholog_one2one	84.7458	84.1751	75	54.36	NA	NA	1
ENSMUSG00000030269	ENSGALG00000006601	MTMR14	ENSGALP00000010641	12	11450538	11480263	ENSMUSP00000108771	Amniota	ortholog_one2one	75.6173	77.6545	100	97.73	NA	NA	1
ENSMUSG00000004364	ENSGALG00000005108	CUL3	ENSGALP00000008177	9	8405073	8455900	ENSMUSP00000130738	Amniota	ortholog_one2one	99.6094	99.6094	100	100	NA	NA	1
ENSMUSG00000045994	ENSGALG00000001611	B3GAT1	ENSGALP00000033857	24	2590102	2619976	ENSMUSP00000124067	Amniota	ortholog_one2one	86.1671	89.521	50	50.63	NA	NA	1
ENSMUSG00000040855	ENSGALG00000016545	REPS2	ENSGALP00000026645	1	121281606	121375643	ENSMUSP00000098661	Amniota	ortholog_one2one	63.8889	64.7887	100	100	NA	NA	1
ENSMUSG00000071068	ENSGALG00000023781	TREM2	ENSGALP00000053767	26	4747954	4753562	ENSMUSP00000156527	Tetrapoda	ortholog_one2one	15.5015	23.0769	75	NA	NA	NA	0
ENSMUSG00000021866	ENSGALG00000043826	ANXA11	ENSGALP00000054271	6	5164861	5184130	ENSMUSP00000022416	Amniota	ortholog_one2one	79.1253	80.8943	50	78.7	NA	NA	1
ENSMUSG00000033419	ENSGALG00000015846	SNAP91	ENSGALP00000049178	3	77916880	77987344	ENSMUSP00000096096	Amniota	ortholog_one2one	84.4869	78.0595	100	100	NA	NA	1
ENSMUSG00000024044	ENSGALG00000038678	EPB41L3	ENSGALP00000056295	2	100387769	100452964	ENSMUSP00000079098	Amniota	ortholog_one2one	71.5823	54.868	100	99.51	NA	NA	1
ENSMUSG00000037608	ENSGALG00000013935	BCLAF1	ENSGALP00000022545	3	55388152	55408404	ENSMUSP00000043583	Amniota	ortholog_one2one	89.445	89.3478	100	100	NA	NA	1
ENSMUSG00000100055	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000140218	Amniota	ortholog_one2many	28.8288	26.8908	50	NA	NA	NA	1
ENSMUSG00000028226	ENSGALG00000032031	MMP16	ENSGALP00000047828	2	124196141	124391614	ENSMUSP00000029881	Amniota	ortholog_one2one	94.7282	94.4171	100	70.34	NA	NA	1
ENSMUSG00000064179	ENSGALG00000029203	TNNT1	ENSGALP00000045262	AADN04001595.1	13319	15995	ENSMUSP00000104228	Amniota	ortholog_one2one	70.229	71.5953	25	44.29	NA	NA	0
ENSMUSG00000029073	ENSGALG00000028898	CPTP	ENSGALP00000040786	21	2333655	2335752	ENSMUSP00000030950	Amniota	ortholog_one2one	58.7963	59.3458	100	86.06	NA	NA	1
ENSMUSG00000043740	ENSGALG00000003361	TREM-B1	ENSGALP00000005304	26	4741376	4747862	ENSMUSP00000054890	Amniota	ortholog_one2many	14.8789	10.2625	75	NA	NA	NA	0
ENSMUSG00000025780	ENSGALG00000006891	ITIH5	ENSGALP00000011148	1	4154034	4199469	ENSMUSP00000026886	Amniota	ortholog_one2one	61.2395	61.2395	50	50	NA	NA	1
ENSMUSG00000034194	ENSGALG00000036854	R3HCC1	ENSGALP00000051248	22	1250416	1257995	ENSMUSP00000113898	Amniota	ortholog_one2one	35.2459	23.2432	100	70.68	NA	NA	0
ENSMUSG00000005087	ENSGALG00000039080	CD44	ENSGALP00000056897	5	18956776	19014765	ENSMUSP00000005218	Amniota	ortholog_one2one	23.7179	28.0728	100	100	NA	NA	0
ENSMUSG00000020573	ENSGALG00000008081	PIK3CG	ENSGALP00000013101	1	14409032	14442571	ENSMUSP00000062864	Amniota	ortholog_one2one	83.7568	83.4539	100	100	NA	NA	1
ENSMUSG00000025515	ENSGALG00000039971		ENSGALP00000048721	AADN04017741.1	665	3183	ENSMUSP00000141128	Amniota	ortholog_one2one	2.49187	10.1322	0	NA	NA	NA	0
ENSMUSG00000059146	ENSGALG00000040241	NTRK3	ENSGALP00000049680	10	13227881	13406045	ENSMUSP00000037909	Amniota	ortholog_one2one	89.697	86.8545	100	98.54	NA	NA	1
ENSMUSG00000039384	ENSGALG00000009450	DUSP10	ENSGALP00000015365	3	18335178	18357448	ENSMUSP00000045838	Amniota	ortholog_one2one	86.7495	87.6569	100	100	NA	NA	1
ENSMUSG00000042246	ENSGALG00000006889	TMC7	ENSGALP00000048779	14	8523891	8537360	ENSMUSP00000046927	Amniota	ortholog_one2one	55.9229	52.2523	100	89.3	NA	NA	1
ENSMUSG00000031443	ENSGALG00000016833	F7	ENSGALP00000027125	1	137595069	137603553	ENSMUSP00000033820	Amniota	ortholog_one2one	51.5695	54.1176	100	100	NA	NA	1
ENSMUSG00000025157	ENSGALG00000007592	ZDHHC16	ENSGALP00000050934	6	22336004	22339804	ENSMUSP00000026154	Amniota	ortholog_one2one	71.1911	68.5333	100	61.41	NA	NA	1
ENSMUSG00000055239	ENSGALG00000015391		ENSGALP00000044771	Z	53776106	53829611	ENSMUSP00000064410	Amniota	ortholog_one2many	93.1758	93.1758	0	100	NA	NA	1
ENSMUSG00000055239	ENSGALG00000035780		ENSGALP00000046298	W	4176983	4223623	ENSMUSP00000064410	Amniota	ortholog_one2many	58.2677	87.747	0	57.69	NA	NA	1
ENSMUSG00000035105	ENSGALG00000010001	EGLN3	ENSGALP00000047494	5	35742881	35767270	ENSMUSP00000041874	Amniota	ortholog_one2one	87.4477	83.9357	100	100	NA	NA	1
ENSMUSG00000046096	ENSGALG00000006933	MOSMO	ENSGALP00000011216	14	8593572	8616488	ENSMUSP00000055934	Amniota	ortholog_one2one	99.4012	99.4012	50	99.99	NA	NA	1
ENSMUSG00000070643	ENSGALG00000000583	SOX13	ENSGALP00000000812	26	1683809	1703852	ENSMUSP00000119729	Amniota	ortholog_one2one	74.062	60.8579	75	81.59	NA	NA	1
ENSMUSG00000004937	ENSGALG00000014067	SGTA	ENSGALP00000022734	28	3272391	3281171	ENSMUSP00000005067	Amniota	ortholog_one2one	75.5556	76.0383	75	100	NA	NA	1
ENSMUSG00000022371	ENSGALG00000037675	COL14A1	ENSGALP00000043986	2	136894050	137014125	ENSMUSP00000105850	Amniota	ortholog_one2one	74.359	70.6568	100	88.17	NA	NA	1
ENSMUSG00000039899	ENSGALG00000008306	FGL2	ENSGALP00000013507	1	12776938	12782933	ENSMUSP00000046131	Amniota	ortholog_one2one	62.2685	61.2756	100	91.68	NA	NA	1
ENSMUSG00000027470	ENSGALG00000006273	MYLK2	ENSGALP00000010124	20	10252718	10259735	ENSMUSP00000028970	Amniota	ortholog_one2one	54.9755	40.8485	100	97.41	NA	NA	1
ENSMUSG00000096225	ENSGALG00000011369	LHX8	ENSGALP00000018523	8	29804095	29815654	ENSMUSP00000136047	Amniota	ortholog_one2one	72.752	90.5085	100	74.17	NA	NA	1
ENSMUSG00000028217	ENSGALG00000035094	CDH17	ENSGALP00000044448	2	126538859	126565346	ENSMUSP00000029871	Amniota	ortholog_one2one	47.2793	46.8263	100	50	NA	NA	1
ENSMUSG00000039934	ENSGALG00000008312	GSAP	ENSGALP00000013515	1	12676726	12723229	ENSMUSP00000043679	Amniota	ortholog_one2one	47.7855	51.3141	100	70.72	NA	NA	1
ENSMUSG00000031917	ENSGALG00000000650	NIP7	ENSGALP00000000921	11	19174900	19176268	ENSMUSP00000034392	Amniota	ortholog_one2one	85.5556	85.5556	100	99.66	NA	NA	1
ENSMUSG00000037415	ENSGALG00000001439	RANBP10	ENSGALP00000002189	11	853431	907120	ENSMUSP00000040045	Amniota	ortholog_one2one	82.5617	87.9934	50	100	NA	NA	1
ENSMUSG00000005732	ENSGALG00000046355		ENSGALP00000063979	AADN04022862.1	197	1724	ENSMUSP00000111309	Amniota	ortholog_one2one	45.3202	88.4615	0	NA	NA	NA	0
ENSMUSG00000025159	ENSGALG00000007572	MMS19	ENSGALP00000012231	6	22321784	22335727	ENSMUSP00000130900	Amniota	ortholog_one2one	68.7682	66.448	100	99.03	NA	NA	1
ENSMUSG00000026927	ENSGALG00000001921	ENTR1	ENSGALP00000059753	17	8375202	8377212	ENSMUSP00000109737	Amniota	ortholog_one2one	29.6296	45.8781	100	31.6	NA	NA	1
ENSMUSG00000022718	ENSGALG00000033126	DGCR8	ENSGALP00000054935	15	1294032	1304354	ENSMUSP00000009321	Amniota	ortholog_one2many	84.7348	84.5161	75	100	NA	NA	1
ENSMUSG00000021804	ENSGALG00000002299	RGR	ENSGALP00000003608	6	2981028	2994885	ENSMUSP00000022338	Amniota	ortholog_one2one	59.7938	58.9831	50	50	NA	NA	1
ENSMUSG00000031539	ENSGALG00000038155	AP3M2	ENSGALP00000044043	22	2725644	2736728	ENSMUSP00000128446	Amniota	ortholog_one2one	95.4545	95.4545	100	100	NA	NA	1
ENSMUSG00000028042	ENSGALG00000041530		ENSGALP00000043882	AADN04008345.1	6459	9828	ENSMUSP00000103058	Amniota	ortholog_one2many	53.8603	68.1395	0	NA	NA	NA	0
ENSMUSG00000028042	ENSGALG00000041484		ENSGALP00000054821	25	1813938	1827733	ENSMUSP00000103058	Amniota	ortholog_one2many	43.9338	56.2353	50	39.58	NA	NA	1
ENSMUSG00000025651	ENSGALG00000005789	UQCRC1	ENSGALP00000009286	12	9059020	9068014	ENSMUSP00000026743	Amniota	ortholog_one2one	69.1667	69.4561	75	99.56	NA	NA	1
ENSMUSG00000056035	ENSGALG00000004449	CYP3A5	ENSGALP00000007068	14	3928052	3937393	ENSMUSP00000037665	Euteleostomi	ortholog_one2many	57.1429	56.6929	50	50	NA	NA	1
ENSMUSG00000004360	ENSGALG00000030211	KIAA0408	ENSGALP00000045953	3	59313819	59318563	ENSMUSP00000090291	Amniota	ortholog_one2one	29.321	31.7195	100	79.83	NA	NA	1
ENSMUSG00000022822	ENSGALG00000008369	ABCC5	ENSGALP00000054253	9	15772298	15813613	ENSMUSP00000078158	Amniota	ortholog_one2one	86.7688	85.9903	50	100	NA	NA	1
ENSMUSG00000026163	ENSGALG00000002974	SPHKAP	ENSGALP00000004700	9	9572308	9638300	ENSMUSP00000124872	Amniota	ortholog_one2one	52.8951	52.4522	100	50	NA	NA	1
ENSMUSG00000001855	ENSGALG00000041111	NUP214	ENSGALP00000053022	17	6557677	6595136	ENSMUSP00000066492	Euteleostomi	ortholog_one2one	59.0887	60.2151	100	98.14	NA	NA	1
ENSMUSG00000042638	ENSGALG00000011838	GUCY2C	ENSGALP00000019294	1	48969433	49014451	ENSMUSP00000032338	Amniota	ortholog_one2one	65.5784	65.5784	50	34.93	NA	NA	1
ENSMUSG00000040013	ENSGALG00000029211	FKBP6	ENSGALP00000044680	19	280136	298423	ENSMUSP00000043193	Amniota	ortholog_one2one	61.4679	63.0094	100	75.42	NA	NA	1
ENSMUSG00000059898	ENSGALG00000015140		ENSGALP00000024384	2	106277511	106298765	ENSMUSP00000153261	Amniota	ortholog_one2many	47.3214	48.4571	75	50	NA	NA	1
ENSMUSG00000062444	ENSGALG00000035202		ENSGALP00000057238	10	1291036	1301650	ENSMUSP00000080739	Amniota	ortholog_one2many	82.0702	82.6816	100	100	NA	NA	1
